Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,844.74,981.03,1179.52,1440.82,1667.7,1631.15,1941.05,2292.08,2410.48,2359.15,RELAXO
Raw Material Cost,467.73,502.96,544.72,630.18,741.75,720.67,896.63,1130.13,1092.86,959.13,RELAXO
Change in Inventory,8.51,33.54,-6.46,72.93,33.82,-5.16,13.62,57.81,53.54,-44.15,RELAXO
Power and Fuel,31.05,38.82,43.26,49.27,50.5,47.63,54.0,70.88,76.47,73.47,RELAXO
Other Mfr. Exp,42.42,68.97,100.07,227.91,171.89,163.24,186.35,251.84,296.07,239.34,RELAXO
Employee Cost,82.34,111.2,114.59,134.5,160.84,177.04,214.08,258.66,293.99,301.39,RELAXO
Selling and admin,142.29,203.51,251.3,305.0,368.78,257.42,277.29,296.98,277.93,224.79,RELAXO
Other Expenses,-7.44,-20.73,-28.72,-33.93,-33.12,29.08,24.23,13.79,14.18,19.1,RELAXO
Other Income,0.4,1.05,1.52,0.21,6.72,13.61,4.46,11.76,7.95,22.09,RELAXO
Depreciation,23.1,25.5,31.16,39.9,47.12,51.46,54.34,62.41,109.42,110.02,RELAXO
Interest,18.67,17.7,22.66,18.48,22.89,15.03,8.59,8.98,19.34,18.69,RELAXO
Profit before tax,53.49,67.69,95.54,142.65,177.59,178.03,243.62,267.98,291.71,391.16,RELAXO
Tax,13.59,22.88,29.9,39.6,57.31,58.08,82.55,92.54,65.46,99.6,RELAXO
Net profit,39.9,44.81,65.64,103.05,120.28,119.95,161.07,175.44,226.25,291.56,RELAXO
