Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,171.24,154.04,164.48,184.12,197.67,193.8,229.16,284.15,203.75,183.36,YUKEN
Raw Material Cost,86.72,78.08,84.99,95.02,101.72,101.27,125.44,165.02,108.69,99.73,YUKEN
Change in Inventory,0.05,0.23,3.06,-0.36,3.23,2.18,0.78,6.76,-0.76,-0.66,YUKEN
Power and Fuel,3.2,4.02,5.52,6.93,8.01,5.39,1.5,1.89,1.77,1.54,YUKEN
Other Mfr. Exp,19.81,19.11,22.17,22.82,25.12,29.35,31.36,38.86,26.21,22.3,YUKEN
Employee Cost,23.19,24.54,28.36,31.9,34.87,28.54,31.56,34.98,30.45,28.01,YUKEN
Selling and admin,9.27,10.8,12.13,12.86,13.96,16.04,14.57,17.24,15.31,11.06,YUKEN
Other Expenses,7.19,6.74,5.79,6.88,8.3,6.91,6.07,9.85,7.02,7.74,YUKEN
Other Income,0.49,1.19,2.64,1.98,1.02,-0.93,4.0,136.49,4.08,10.26,YUKEN
Depreciation,2.88,4.13,4.31,4.58,4.6,3.88,3.09,3.29,4.27,4.83,YUKEN
Interest,4.13,4.73,3.76,4.18,5.03,6.29,7.14,6.29,9.18,8.15,YUKEN
Profit before tax,15.39,3.31,3.15,0.57,0.31,-2.62,13.21,149.98,4.17,9.6,YUKEN
Tax,5.02,1.3,0.61,-0.16,0.28,-3.41,4.52,31.8,-1.79,2.08,YUKEN
Net profit,10.36,2.01,2.54,0.73,0.03,0.79,8.69,118.18,5.97,7.51,YUKEN
