Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,12.79,13.02,13.72,12.34,13.82,14.58,12.44,12.73,13.84,9.44,TEXINFRA
Raw Material Cost,0.1,0.11,0.15,0.17,0.19,,,,,,TEXINFRA
Change in Inventory,,,,,,,,,,,TEXINFRA
Power and Fuel,0.06,0.07,0.09,0.09,0.11,0.12,0.09,0.1,0.11,0.1,TEXINFRA
Other Mfr. Exp,0.47,0.93,1.08,1.15,0.89,1.89,1.7,2.68,3.42,2.56,TEXINFRA
Employee Cost,1.04,1.79,2.24,2.52,2.73,3.22,3.87,4.54,4.28,4.21,TEXINFRA
Selling and admin,0.61,0.5,0.32,0.69,0.43,1.05,0.63,2.01,2.5,2.41,TEXINFRA
Other Expenses,1.03,1.63,1.76,1.8,1.6,1.84,1.62,1.09,1.51,0.83,TEXINFRA
Other Income,14.7,12.95,13.79,6.41,12.74,12.21,11.69,12.72,13.48,18.35,TEXINFRA
Depreciation,2.99,2.86,2.87,2.47,2.5,2.53,2.56,2.71,2.73,2.82,TEXINFRA
Interest,0.06,0.01,0.02,0.03,0.62,0.07,2.23,2.5,2.71,3.12,TEXINFRA
Profit before tax,21.13,18.07,18.98,9.83,17.49,16.07,11.43,9.82,10.06,11.74,TEXINFRA
Tax,2.2,1.93,2.19,2.22,0.3,1.38,1.79,2.84,2.71,2.26,TEXINFRA
Net profit,18.93,16.14,16.8,7.6,17.18,14.69,9.64,6.98,7.36,9.47,TEXINFRA
