Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,494.73,641.55,629.86,471.7,490.91,613.89,547.44,606.49,472.32,385.01,NAGREEKEXP
Raw Material Cost,434.58,515.26,518.87,352.27,375.15,497.82,436.22,492.86,368.17,296.14,NAGREEKEXP
Change in Inventory,27.91,-12.4,5.93,-8.09,-0.19,1.06,-0.34,-1.78,2.0,-1.31,NAGREEKEXP
Power and Fuel,21.11,24.86,24.95,27.67,30.9,27.52,26.06,23.81,24.73,24.4,NAGREEKEXP
Other Mfr. Exp,6.06,6.21,9.52,15.8,21.37,15.91,15.05,17.17,15.87,9.53,NAGREEKEXP
Employee Cost,10.99,12.57,16.24,17.9,19.22,25.41,24.14,25.26,26.26,24.71,NAGREEKEXP
Selling and admin,23.97,36.49,29.18,21.48,20.75,23.64,22.04,22.51,18.66,21.32,NAGREEKEXP
Other Expenses,2.23,2.09,1.8,2.64,2.4,2.15,1.41,3.21,2.89,0.35,NAGREEKEXP
Other Income,1.85,3.03,4.64,5.87,0.58,0.45,2.03,1.3,4.57,0.31,NAGREEKEXP
Depreciation,6.92,7.05,9.93,6.07,6.3,6.71,6.77,7.02,7.17,7.22,NAGREEKEXP
Interest,17.43,21.21,19.86,21.13,11.69,12.89,14.13,12.31,14.07,14.04,NAGREEKEXP
Profit before tax,1.2,6.44,10.08,4.52,3.52,3.35,3.31,1.86,1.07,-13.7,NAGREEKEXP
Tax,-0.97,2.02,5.21,-0.53,0.98,2.36,0.92,-1.28,0.39,-5.38,NAGREEKEXP
Net profit,2.17,4.42,4.86,5.05,2.54,1.0,2.39,3.13,0.68,-8.32,NAGREEKEXP
