Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Cash from Operating Activity,520.12,702.55,712.23,839.2,960.3,926.94,816.41,1123.57,1154.77,1704.17,DABUR
Cash from Investing Activity,-218.58,-345.91,-98.43,-612.96,-494.33,-678.94,-261.18,417.78,-330.28,-1120.37,DABUR
Cash from Financing Activity,-232.66,-327.77,-534.85,-336.75,-455.04,-273.66,-496.18,-1619.39,-826.0,-555.04,DABUR
Net Cash Flow,68.88,28.87,78.95,-110.51,10.93,-25.66,59.05,-78.04,-1.51,28.76,DABUR
