Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,2001.9,2001.9,2001.9,2001.9,2001.9,2001.9,2001.9,2001.9,2001.9,2001.9,HUDCO
Reserves,3988.84,4513.04,5130.04,5778.57,6443.91,7165.35,7941.09,8953.87,10341.59,11187.15,HUDCO
Borrowings,18822.47,16788.06,20344.04,20652.28,25435.46,28182.43,36276.64,59847.96,61436.61,60977.96,HUDCO
Other Liabilities,2681.96,3645.94,2748.42,4681.02,1996.88,1972.47,2695.25,2025.61,2346.89,2792.04,HUDCO
Total,27495.17,26948.94,30224.4,33113.77,35878.15,39322.15,48914.88,72829.34,76126.99,76959.05,HUDCO
Net Block,71.34,71.06,68.19,74.59,72.62,72.09,71.17,70.57,64.83,81.51,HUDCO
Capital Work in Progress,13.87,17.65,26.68,24.94,28.27,31.82,35.09,38.59,51.56,38.64,HUDCO
Investments,1223.98,683.98,753.88,755.68,368.53,368.53,527.51,535.51,233.51,250.87,HUDCO
Other Assets,26185.98,26176.25,29375.65,32258.56,35408.73,38849.71,48281.11,72184.67,75777.09,76588.03,HUDCO
Total,27495.17,26948.94,30224.4,33113.77,35878.15,39322.15,48914.88,72829.34,76126.99,76959.05,HUDCO
Receivables,12.52,10.6,10.07,10.05,2.05,3.85,1.96,4.42,6.24,7.93,HUDCO
Inventory,,,,,,,,,,,HUDCO
Cash & Bank,2778.84,696.77,271.89,284.92,590.07,332.84,334.98,340.04,422.81,1427.4,HUDCO
No. of Equity Shares,20019000.0,20019000.0,200190000.0,2001900000.0,2001900000.0,2001900000.0,2001900000.0,2001900000.0,2001900000.0,2001900000.0,HUDCO
New Bonus Shares,,,,,,,,,,,HUDCO
Face value,1000.0,1000.0,1000.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,HUDCO
