Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,467.88,600.01,664.9,812.92,795.86,792.2,829.85,909.36,844.2,914.63,BAJAJCON
Raw Material Cost,148.52,262.88,176.51,197.52,303.52,256.39,271.69,309.35,286.11,317.73,BAJAJCON
Change in Inventory,8.96,5.17,1.12,-0.27,6.33,-11.51,-1.38,8.26,13.24,-11.72,BAJAJCON
Power and Fuel,0.43,0.63,0.85,0.83,0.85,0.98,1.7,1.63,1.49,1.17,BAJAJCON
Other Mfr. Exp,82.04,2.53,96.7,122.59,5.69,5.48,8.93,10.41,18.28,20.04,BAJAJCON
Employee Cost,22.8,29.5,33.94,38.05,45.83,59.39,75.47,94.02,83.56,82.2,BAJAJCON
Selling and admin,109.92,143.53,175.52,219.3,167.72,182.49,199.43,213.06,246.16,226.67,BAJAJCON
Other Expenses,-3.51,-6.71,-4.15,-4.71,4.12,10.36,12.6,10.73,11.28,11.59,BAJAJCON
Other Income,37.38,40.05,11.53,-15.43,-18.23,20.97,24.35,17.53,29.89,34.53,BAJAJCON
Depreciation,2.6,3.28,3.67,4.24,4.32,4.76,6.85,6.59,5.33,5.8,BAJAJCON
Interest,0.08,0.08,5.88,0.1,0.21,0.93,1.16,1.1,4.23,1.32,BAJAJCON
Profit before tax,151.34,209.51,188.63,219.3,251.7,280.88,274.99,288.26,230.89,270.92,BAJAJCON
Tax,31.25,42.13,38.18,45.99,53.71,59.92,58.71,62.13,40.34,47.35,BAJAJCON
Net profit,120.09,167.38,150.44,173.31,197.99,220.96,216.27,226.13,190.55,223.57,BAJAJCON
