Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,5.97,5.97,5.97,5.97,5.97,5.97,5.97,5.97,5.97,5.97,GKWLIMITED
Reserves,68.56,80.82,84.53,84.64,95.76,119.43,373.18,280.39,154.45,335.74,GKWLIMITED
Borrowings,,,,,,,,,1.38,0.13,GKWLIMITED
Other Liabilities,11.12,12.83,11.26,11.77,16.55,15.61,16.08,16.16,14.45,13.05,GKWLIMITED
Total,85.65,99.62,101.76,102.38,118.28,141.01,395.23,302.52,176.25,354.89,GKWLIMITED
Net Block,7.17,6.26,6.68,5.78,6.62,9.17,11.61,13.39,16.31,16.0,GKWLIMITED
Capital Work in Progress,,,,0.73,11.4,0.06,0.05,0.27,1.39,1.9,GKWLIMITED
Investments,22.25,24.81,24.8,30.52,55.59,81.55,351.33,273.06,129.07,259.68,GKWLIMITED
Other Assets,56.23,68.55,70.28,65.35,44.67,50.23,32.24,15.8,29.48,77.31,GKWLIMITED
Total,85.65,99.62,101.76,102.38,118.28,141.01,395.23,302.52,176.25,354.89,GKWLIMITED
Receivables,5.03,1.92,1.28,2.02,0.36,0.07,0.15,0.18,,0.11,GKWLIMITED
Inventory,2.62,1.29,0.81,0.69,,,,,,,GKWLIMITED
Cash & Bank,33.8,23.58,38.95,29.09,22.66,10.61,20.26,2.19,14.07,59.96,GKWLIMITED
No. of Equity Shares,5966500.0,5966500.0,5966500.0,5966500.0,5966500.0,5966500.0,5966500.0,5966500.0,5966500.0,5966500.0,GKWLIMITED
New Bonus Shares,,,,,,,,,,,GKWLIMITED
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,GKWLIMITED
