Report Date,2011-12-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,1492.71,2166.51,1932.51,2268.5,2551.92,2680.87,2790.85,3165.46,3166.39,3279.7,BLUEDART
Raw Material Cost,,,,,,,,,,,BLUEDART
Change in Inventory,,,,,,,,,,,BLUEDART
Power and Fuel,9.98,15.21,14.56,16.74,18.99,18.22,19.77,20.97,20.6,16.7,BLUEDART
Other Mfr. Exp,991.56,1397.55,1314.73,1499.16,1588.88,1699.48,1805.8,2139.1,2195.21,2136.91,BLUEDART
Employee Cost,190.83,298.35,264.9,319.61,395.5,426.5,450.04,550.27,574.2,567.34,BLUEDART
Selling and admin,119.67,177.3,166.11,203.35,212.56,264.76,250.77,277.73,183.89,176.78,BLUEDART
Other Expenses,1.13,1.05,1.32,5.73,5.27,7.43,4.65,3.78,4.45,5.34,BLUEDART
Other Income,20.94,28.66,43.61,24.4,30.56,27.76,22.53,18.05,-50.3,-13.19,BLUEDART
Depreciation,21.6,34.48,27.1,43.54,40.22,43.93,44.98,47.96,152.8,200.67,BLUEDART
Interest,,0.01,0.03,11.21,31.14,31.25,25.59,15.35,32.14,31.72,BLUEDART
Profit before tax,178.88,271.22,187.37,193.56,289.92,217.06,211.78,128.35,-47.2,131.05,BLUEDART
Tax,56.64,82.56,62.97,66.72,99.94,77.49,69.68,40.75,-8.91,34.74,BLUEDART
Net profit,122.24,188.66,124.4,126.84,189.98,139.57,142.1,87.6,-38.29,96.31,BLUEDART
