Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,48.49,48.49,48.49,48.49,48.49,52.15,55.7,55.7,71.36,71.36,J&KBANK
Reserves,4044.69,4816.2,5675.12,6061.56,6375.48,5624.35,6105.51,6570.4,6322.12,6754.25,J&KBANK
Borrowings,54587.86,65295.62,71100.86,68095.86,71630.25,73739.14,81634.84,92262.86,99807.81,110076.35,J&KBANK
Other Liabilities,1588.18,1583.0,1795.25,1724.84,2213.85,2603.04,1891.57,2517.33,2670.81,3389.98,J&KBANK
Total,60269.22,71743.31,78619.72,75930.75,80268.07,82018.68,89687.62,101406.29,108872.1,120291.94,J&KBANK
Net Block,415.1,443.5,506.52,654.75,705.12,1478.97,1598.04,1645.73,2035.7,1970.99,J&KBANK
Capital Work in Progress,5.17,12.68,27.29,34.16,58.6,64.34,16.55,28.96,34.82,41.42,J&KBANK
Investments,21624.32,25741.07,26195.07,22759.59,20353.62,21290.89,18880.03,23160.5,23052.24,30814.24,J&KBANK
Other Assets,38224.63,45546.06,51890.84,52482.25,59150.73,59184.48,69193.0,76571.1,83749.34,87465.29,J&KBANK
Total,60269.22,71743.31,78619.72,75930.75,80268.07,82018.68,89687.62,101406.29,108872.1,120291.94,J&KBANK
Receivables,,,,,,,,,,,J&KBANK
Inventory,,,,,,,,,,,J&KBANK
Cash & Bank,4453.87,5404.33,4213.9,3733.76,3203.0,5385.94,8252.88,5861.88,9782.83,9497.59,J&KBANK
No. of Equity Shares,48499602.0,48499602.0,70277802.0,484996020.0,484996020.0,521551071.0,557076392.0,557076392.0,713668938.0,713668938.0,J&KBANK
New Bonus Shares,,,,,,,,,,,J&KBANK
Face value,10.0,10.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,J&KBANK
