Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,14.9,14.9,15.59,15.59,15.59,15.61,15.63,16.74,19.26,19.62,NACLIND
Reserves,192.47,179.8,157.89,160.66,167.76,210.27,219.37,241.91,331.27,390.32,NACLIND
Borrowings,219.86,177.21,219.31,227.94,232.42,212.58,236.91,210.48,267.69,202.01,NACLIND
Other Liabilities,203.59,228.08,227.1,259.52,193.08,209.18,236.83,267.75,329.79,356.0,NACLIND
Total,630.82,599.99,619.89,663.71,608.85,647.64,708.74,736.88,948.01,967.95,NACLIND
Net Block,191.66,172.15,182.36,175.7,166.7,162.87,157.84,141.43,190.62,190.7,NACLIND
Capital Work in Progress,16.12,10.92,17.98,11.87,5.72,6.86,4.72,20.71,42.33,35.47,NACLIND
Investments,3.56,3.56,8.3,10.07,10.18,5.25,5.26,8.55,8.58,30.22,NACLIND
Other Assets,419.48,413.36,411.25,466.07,426.25,472.66,540.92,566.19,706.48,711.56,NACLIND
Total,630.82,599.99,619.89,663.71,608.85,647.64,708.74,736.88,948.01,967.95,NACLIND
Receivables,194.86,164.12,160.07,221.47,188.27,220.93,286.68,267.72,359.39,335.82,NACLIND
Inventory,164.2,172.61,176.31,186.42,183.14,211.73,202.08,224.01,164.5,228.3,NACLIND
Cash & Bank,25.07,22.41,16.95,12.49,13.61,8.01,8.24,11.99,117.68,74.84,NACLIND
No. of Equity Shares,14898157.0,148981570.0,155911508.0,155911508.0,155911508.0,156144008.0,156308384.0,167420260.0,192605261.0,196217758.0,NACLIND
New Bonus Shares,,,,,,,,,,,NACLIND
Face value,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NACLIND
