Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,294.26,294.0,363.48,397.8,444.26,466.5,460.47,502.89,529.67,302.73,KKCL
Raw Material Cost,114.57,106.15,141.05,173.26,208.51,138.24,134.95,145.85,132.52,63.56,KKCL
Change in Inventory,1.67,-0.58,14.15,-5.76,12.98,-7.88,2.68,30.09,9.43,-46.07,KKCL
Power and Fuel,4.8,7.17,8.29,9.95,8.38,7.91,7.67,8.54,8.5,4.89,KKCL
Other Mfr. Exp,37.8,39.21,50.79,26.98,39.8,100.61,103.83,121.85,134.89,69.11,KKCL
Employee Cost,29.3,34.13,38.29,45.48,51.34,59.38,65.32,75.38,71.71,52.9,KKCL
Selling and admin,39.95,41.65,54.01,55.99,65.25,50.0,49.24,63.58,93.14,37.7,KKCL
Other Expenses,-3.85,-8.76,-8.21,-16.14,-20.05,3.64,3.92,5.45,3.24,9.63,KKCL
Other Income,11.78,11.96,11.82,7.97,7.01,17.47,21.09,21.98,17.53,16.84,KKCL
Depreciation,6.23,5.94,5.15,3.74,4.16,4.76,5.77,8.06,8.23,6.7,KKCL
Interest,2.59,2.62,2.96,2.66,3.33,3.27,4.98,6.89,8.81,6.81,KKCL
Profit before tax,76.32,77.27,97.12,98.09,103.53,108.28,108.56,119.36,95.59,22.2,KKCL
Tax,24.18,23.86,30.1,31.84,35.58,33.7,35.3,39.05,22.55,2.78,KKCL
Net profit,52.14,53.42,67.03,66.24,67.95,74.59,73.25,80.32,73.04,19.42,KKCL
