Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,41.43,53.51,17.99,1.37,9.36,43.42,95.66,156.82,64.5,140.75,ASIANENE
Raw Material Cost,,,,,,,,,,,ASIANENE
Change in Inventory,,,,,,,,,,,ASIANENE
Power and Fuel,1.76,2.61,0.47,0.06,0.47,0.85,0.86,0.31,0.19,1.79,ASIANENE
Other Mfr. Exp,24.71,24.09,19.8,1.7,12.63,16.76,72.0,117.95,24.87,81.21,ASIANENE
Employee Cost,11.11,12.66,8.75,6.02,7.32,10.92,16.84,16.48,9.44,13.92,ASIANENE
Selling and admin,8.65,16.29,6.33,4.46,8.29,6.79,9.9,9.16,9.44,10.16,ASIANENE
Other Expenses,1.25,0.39,0.49,0.36,0.68,8.02,0.27,1.62,2.47,0.47,ASIANENE
Other Income,3.62,5.06,7.84,6.53,3.87,10.81,-3.24,4.88,3.15,2.78,ASIANENE
Depreciation,8.51,8.81,7.77,6.09,5.99,5.26,7.48,9.09,13.29,13.58,ASIANENE
Interest,2.34,3.17,7.22,5.97,5.43,4.6,5.74,5.45,3.24,0.76,ASIANENE
Profit before tax,-13.28,-9.45,-25.0,-16.76,-27.58,1.03,-20.67,1.64,4.71,21.64,ASIANENE
Tax,-4.24,-0.1,,,1.81,0.21,,,,,ASIANENE
Net profit,-9.04,-9.35,-25.0,-16.76,-29.4,0.82,-20.68,1.63,4.7,21.64,ASIANENE
