Report Date,2011-03-31 00:00:00,2012-03-31 00:00:00,2013-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,9.17,9.17,9.17,9.17,9.17,9.17,9.98,28.59,28.88,30.32,INDIAMART
Reserves,-53.06,-103.87,-112.61,-139.3,-67.07,-262.3,-322.25,132.09,245.62,1586.33,INDIAMART
Borrowings,2.47,,0.16,0.06,,,,,76.51,63.42,INDIAMART
Other Liabilities,140.57,149.99,157.87,237.26,318.17,609.01,861.91,658.1,767.77,835.47,INDIAMART
Total,99.15,55.29,54.59,107.19,260.27,355.88,549.64,818.78,1118.78,2515.54,INDIAMART
Net Block,13.76,12.87,10.07,5.52,8.73,126.12,7.94,8.84,85.22,64.99,INDIAMART
Capital Work in Progress,0.17,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,INDIAMART
Investments,63.85,27.24,29.16,68.08,211.11,155.69,322.47,613.75,906.12,2266.58,INDIAMART
Other Assets,21.37,15.0,15.18,33.41,40.25,73.89,219.05,196.01,127.26,183.79,INDIAMART
Total,99.15,55.29,54.59,107.19,260.27,355.88,549.64,818.78,1118.78,2515.54,INDIAMART
Receivables,0.59,0.8,0.79,0.43,0.5,0.56,0.28,0.35,1.1,1.25,INDIAMART
Inventory,,,,,,,,,,,INDIAMART
Cash & Bank,8.51,5.44,5.45,9.32,11.52,40.37,45.25,73.46,19.77,72.61,INDIAMART
No. of Equity Shares,9168959.0,9168959.0,9168959.0,9168959.0,9168989.0,9168989.0,9976805.0,28592006.0,28877247.0,30316294.0,INDIAMART
New Bonus Shares,,,,,,,,9976805.0,,,INDIAMART
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,INDIAMART
