Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,23.8,23.8,23.8,23.81,23.81,23.81,23.56,23.56,23.56,23.59,RAMCOCEM
Reserves,2026.58,2346.96,2458.28,2621.38,3069.65,3717.7,4018.62,4436.55,4895.0,5603.21,RAMCOCEM
Borrowings,2710.41,2667.05,2910.17,2711.89,2123.5,1424.81,1113.16,1618.7,3032.25,3109.78,RAMCOCEM
Other Liabilities,1297.45,1433.57,1476.31,1644.52,1677.21,1842.58,1937.54,2029.4,2096.19,2609.18,RAMCOCEM
Total,6058.24,6471.38,6868.56,7001.6,6894.17,7008.9,7092.88,8108.21,10047.0,11345.76,RAMCOCEM
Net Block,4115.15,4593.55,4641.48,4875.52,4901.16,5183.01,5298.11,5375.91,6027.1,6956.59,RAMCOCEM
Capital Work in Progress,527.55,157.0,353.83,262.66,146.84,120.26,174.92,852.59,1840.37,2355.19,RAMCOCEM
Investments,266.47,265.77,283.41,355.83,371.58,148.32,159.27,174.77,188.7,200.92,RAMCOCEM
Other Assets,1149.07,1455.06,1589.84,1507.59,1474.59,1557.31,1460.58,1704.94,1990.83,1833.06,RAMCOCEM
Total,6058.24,6471.38,6868.56,7001.6,6894.17,7008.9,7092.88,8108.21,10047.0,11345.76,RAMCOCEM
Receivables,207.94,301.43,303.96,380.22,472.12,554.9,442.31,489.97,526.85,375.18,RAMCOCEM
Inventory,491.09,594.75,685.53,520.58,549.02,575.43,559.94,559.67,645.26,597.9,RAMCOCEM
Cash & Bank,47.49,53.96,44.61,61.85,90.77,118.08,119.41,92.76,91.42,141.86,RAMCOCEM
No. of Equity Shares,237969380.0,237969380.0,237969400.0,238076800.0,238076800.0,238076800.0,235576780.0,235576780.0,235576780.0,235889945.0,RAMCOCEM
New Bonus Shares,,,,107400.0,,,,,,,RAMCOCEM
Face value,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,RAMCOCEM
