Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,42.16,32.38,13.69,19.37,11.76,13.56,22.98,14.55,13.26,19.45,CORALFINAC
Raw Material Cost,23.82,,,,,,,,,,CORALFINAC
Change in Inventory,-3.62,-10.21,-2.46,-4.03,-0.73,-0.48,-1.8,-0.74,-0.71,-1.54,CORALFINAC
Power and Fuel,,0.06,0.17,0.08,0.11,0.09,0.1,0.15,0.15,0.12,CORALFINAC
Other Mfr. Exp,,0.5,0.78,0.51,0.39,0.31,1.07,0.52,0.57,0.32,CORALFINAC
Employee Cost,0.18,0.55,0.54,0.72,0.86,0.87,1.17,1.14,0.87,0.82,CORALFINAC
Selling and admin,1.54,1.81,1.1,0.76,1.08,0.49,0.5,1.02,0.9,0.95,CORALFINAC
Other Expenses,0.17,0.08,0.06,0.06,0.48,1.02,1.17,0.6,0.23,0.52,CORALFINAC
Other Income,,,,,,,,,,0.64,CORALFINAC
Depreciation,0.17,0.17,0.17,0.19,0.26,0.23,0.18,0.15,0.13,0.11,CORALFINAC
Interest,0.04,,0.01,0.01,,,0.01,0.02,0.02,0.01,CORALFINAC
Profit before tax,12.62,19.0,8.4,13.01,7.85,10.07,16.98,10.21,9.68,15.7,CORALFINAC
Tax,2.6,3.75,1.71,2.69,1.51,1.95,3.49,1.99,1.68,2.73,CORALFINAC
Net profit,10.01,15.25,6.68,10.32,6.34,8.11,13.49,8.22,8.01,12.97,CORALFINAC
