Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,13.52,13.84,14.25,14.57,14.93,15.2,15.54,15.8,16.04,16.34,ONWARDTEC
Reserves,14.44,18.86,25.59,27.71,28.09,33.81,36.21,45.31,45.41,57.28,ONWARDTEC
Borrowings,17.89,15.12,18.29,14.4,18.8,16.88,18.45,17.45,22.06,9.94,ONWARDTEC
Other Liabilities,19.74,21.17,20.27,23.74,30.14,19.87,21.36,19.44,34.26,33.64,ONWARDTEC
Total,65.59,68.99,78.4,80.42,91.96,85.76,91.56,98.0,117.77,117.2,ONWARDTEC
Net Block,11.19,10.06,10.51,10.51,10.01,14.42,12.67,13.03,25.63,28.55,ONWARDTEC
Capital Work in Progress,,,0.15,,,,0.11,0.18,,0.08,ONWARDTEC
Investments,24.62,26.81,28.43,28.43,28.37,39.04,39.42,38.83,12.14,12.24,ONWARDTEC
Other Assets,29.78,32.12,39.31,41.48,53.58,32.3,39.36,45.96,80.0,76.33,ONWARDTEC
Total,65.59,68.99,78.4,80.42,91.96,85.76,91.56,98.0,117.77,117.2,ONWARDTEC
Receivables,15.52,11.55,13.85,11.87,12.8,16.67,19.03,21.53,33.88,28.34,ONWARDTEC
Inventory,,,,0.32,,,,,,,ONWARDTEC
Cash & Bank,0.62,0.49,0.92,1.2,1.27,2.15,1.91,2.47,11.73,12.87,ONWARDTEC
No. of Equity Shares,13515520.0,13835870.0,14246820.0,14574870.0,14933770.0,15196270.0,15542070.0,15804870.0,16042570.0,16338770.0,ONWARDTEC
New Bonus Shares,,,,,,,,,,,ONWARDTEC
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,ONWARDTEC
