Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,304.72,341.18,398.7,471.29,559.24,615.35,681.68,694.03,718.82,761.01,SHK
Raw Material Cost,177.07,185.31,225.14,292.54,343.53,337.59,383.16,444.72,427.07,454.14,SHK
Change in Inventory,6.96,-8.63,2.71,3.77,1.34,-14.38,-5.46,31.48,-11.17,-15.47,SHK
Power and Fuel,5.13,4.71,3.67,3.56,3.18,3.46,4.01,4.16,4.26,3.61,SHK
Other Mfr. Exp,2.99,3.74,3.61,6.24,6.17,16.33,20.42,19.24,18.11,18.94,SHK
Employee Cost,28.35,35.04,38.37,48.05,53.53,62.58,71.48,79.28,92.74,81.02,SHK
Selling and admin,26.82,34.29,30.36,57.11,57.57,79.73,92.9,96.42,82.8,94.04,SHK
Other Expenses,6.82,4.71,19.02,1.65,3.36,0.2,1.15,16.45,9.57,-5.94,SHK
Other Income,7.38,2.09,3.47,31.58,23.98,11.49,13.91,18.86,10.18,34.15,SHK
Depreciation,12.11,11.73,12.57,15.02,13.4,6.81,10.53,15.18,28.29,27.63,SHK
Interest,24.59,18.62,14.91,12.64,14.49,2.58,3.32,6.71,11.9,6.48,SHK
Profit before tax,35.18,36.49,57.23,69.83,89.33,103.18,103.16,62.21,43.09,99.77,SHK
Tax,10.36,14.93,13.35,8.16,23.65,28.87,34.2,17.24,11.17,20.06,SHK
Net profit,24.83,21.56,43.88,61.67,65.68,74.31,68.96,44.97,31.92,79.71,SHK
