Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,9.22,9.22,9.22,9.22,9.22,9.22,9.22,9.22,9.22,9.22,63MOONS
Reserves,2403.37,2667.62,2400.29,2770.73,2757.64,2835.68,2856.54,2846.68,2715.66,2650.6,63MOONS
Borrowings,562.72,598.28,461.27,480.38,509.11,497.64,101.14,,,,63MOONS
Other Liabilities,239.2,316.38,306.05,167.62,162.74,115.77,96.5,88.82,106.87,131.57,63MOONS
Total,3214.51,3591.5,3176.83,3427.95,3438.71,3458.31,3063.4,2944.72,2831.75,2791.39,63MOONS
Net Block,469.73,477.0,465.34,428.84,277.14,364.81,349.92,351.04,334.82,319.4,63MOONS
Capital Work in Progress,0.79,,,,,,3.46,,,,63MOONS
Investments,1738.04,2215.08,1277.16,2361.9,2611.64,2400.63,1710.36,1194.21,1016.26,977.02,63MOONS
Other Assets,1005.95,899.42,1434.33,637.21,549.93,692.87,999.66,1399.47,1480.67,1494.97,63MOONS
Total,3214.51,3591.5,3176.83,3427.95,3438.71,3458.31,3063.4,2944.72,2831.75,2791.39,63MOONS
Receivables,36.29,83.1,67.76,16.63,20.03,24.42,20.64,26.28,11.86,4.58,63MOONS
Inventory,,,,,,,,,,,63MOONS
Cash & Bank,399.01,86.06,119.19,109.93,115.83,193.25,567.12,975.69,1056.81,1067.43,63MOONS
No. of Equity Shares,46078537.0,46078537.0,46078537.0,46078537.0,46078537.0,46078537.0,46078537.0,46078537.0,46078537.0,46078537.0,63MOONS
New Bonus Shares,,,,,,,,,,,63MOONS
Face value,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,63MOONS
