Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,921.44,1040.83,1256.69,1478.74,1440.13,1457.84,1748.61,2050.39,2032.12,2082.91,COSMOFILMS
Raw Material Cost,614.02,706.68,925.61,1012.26,922.04,995.12,1281.76,1529.82,1396.85,1350.18,COSMOFILMS
Change in Inventory,21.84,-4.76,39.18,-33.14,-4.54,38.97,-6.59,-15.55,8.95,52.54,COSMOFILMS
Power and Fuel,74.36,85.76,85.87,100.84,94.69,89.38,105.7,121.68,126.79,125.1,COSMOFILMS
Other Mfr. Exp,54.77,59.38,65.28,64.35,68.75,73.59,85.56,85.43,89.66,100.76,COSMOFILMS
Employee Cost,52.87,46.35,54.66,63.62,77.58,79.02,86.79,91.82,125.12,152.2,COSMOFILMS
Selling and admin,47.48,58.27,59.11,75.77,71.87,84.22,31.37,35.81,36.85,34.97,COSMOFILMS
Other Expenses,-0.08,2.08,1.75,2.76,3.73,4.86,4.54,12.65,23.29,10.11,COSMOFILMS
Other Income,8.07,-1.69,-13.12,-9.07,-1.83,14.92,34.79,11.56,19.91,35.51,COSMOFILMS
Depreciation,30.15,33.17,40.34,30.05,31.17,36.42,45.5,48.03,49.57,52.5,COSMOFILMS
Interest,22.5,22.74,40.19,38.25,28.78,34.42,50.12,51.67,49.39,39.71,COSMOFILMS
Profit before tax,55.28,19.95,9.94,48.63,135.15,114.7,85.47,69.49,163.46,305.43,COSMOFILMS
Tax,9.71,5.82,1.86,8.22,26.88,6.72,0.58,11.11,49.42,89.88,COSMOFILMS
Net profit,45.57,14.13,8.08,40.41,108.27,107.98,84.89,58.38,114.04,215.55,COSMOFILMS
