Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,31.76,31.76,31.76,31.76,31.76,31.76,31.76,31.76,31.76,31.76,SHREERAMA
Reserves,-168.2,-62.91,-29.59,-30.88,-20.55,-22.65,-25.34,-28.35,-7.11,-3.5,SHREERAMA
Borrowings,296.17,162.89,154.82,146.46,132.4,123.55,101.08,98.5,70.68,62.97,SHREERAMA
Other Liabilities,84.72,80.19,39.09,36.52,28.14,28.78,32.39,42.6,25.49,24.55,SHREERAMA
Total,244.45,211.93,196.08,183.86,171.75,161.44,139.89,144.51,120.82,115.78,SHREERAMA
Net Block,177.94,148.37,126.5,108.62,97.29,89.48,77.68,75.05,67.02,60.28,SHREERAMA
Capital Work in Progress,,0.05,,1.04,2.85,0.51,,,,,SHREERAMA
Investments,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,,,SHREERAMA
Other Assets,66.5,63.5,69.57,74.19,71.6,71.44,62.2,69.46,53.8,55.5,SHREERAMA
Total,244.45,211.93,196.08,183.86,171.75,161.44,139.89,144.51,120.82,115.78,SHREERAMA
Receivables,12.7,13.56,17.56,17.82,23.46,26.14,26.19,23.14,18.52,23.31,SHREERAMA
Inventory,18.96,22.12,23.58,21.89,21.68,20.38,21.02,26.43,24.99,21.44,SHREERAMA
Cash & Bank,15.31,11.46,13.88,22.76,12.96,13.81,2.18,0.03,2.26,2.37,SHREERAMA
No. of Equity Shares,63555555.0,63555555.0,63555555.0,63555555.0,63555555.0,63555505.0,63555505.0,63555505.0,63555505.0,63555505.0,SHREERAMA
New Bonus Shares,,,,,,,,,,,SHREERAMA
Face value,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,SHREERAMA
