Report Date,2019-06-30 00:00:00,2019-09-30 00:00:00,2019-12-31 00:00:00,2020-03-31 00:00:00,2020-06-30 00:00:00,2020-09-30 00:00:00,2020-12-31 00:00:00,2021-03-31 00:00:00,2021-06-30 00:00:00,2021-09-30 00:00:00,Company_Name
Sales,134.51,157.41,111.1,92.18,78.88,168.37,169.87,192.68,155.31,146.76,GULFPETRO
Expenses,125.75,149.43,103.2,88.68,80.16,156.35,159.83,186.72,160.79,136.41,GULFPETRO
Other Income,0.29,0.28,0.22,0.53,0.22,0.21,0.93,0.09,0.14,0.03,GULFPETRO
Depreciation,0.75,0.98,0.94,0.92,0.86,0.86,0.83,0.77,0.7,0.73,GULFPETRO
Interest,2.19,2.75,1.07,1.15,0.8,1.55,0.05,-1.15,0.32,0.63,GULFPETRO
Profit before tax,6.11,4.53,6.11,1.96,-2.72,9.82,10.09,6.43,-6.36,9.02,GULFPETRO
Tax,2.01,-0.85,1.4,0.6,-0.65,2.44,2.53,1.56,-1.59,2.33,GULFPETRO
Net profit,4.1,5.39,4.71,1.36,-2.07,7.37,7.56,4.86,-4.77,6.7,GULFPETRO
Operating Profit,8.76,7.98,7.9,3.5,-1.28,12.02,10.04,5.96,-5.48,10.35,GULFPETRO
