Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,18.0,18.0,18.0,21.0,21.0,24.9,24.9,24.9,24.9,26.1,KRISHANA
Reserves,18.91,22.84,47.57,52.15,59.31,67.7,71.24,84.78,97.05,119.54,KRISHANA
Borrowings,16.7,29.74,29.17,29.67,32.19,45.56,41.91,31.98,12.14,20.97,KRISHANA
Other Liabilities,6.42,10.76,17.61,19.09,4.8,14.14,11.23,28.68,23.47,28.88,KRISHANA
Total,60.03,81.34,112.35,121.91,117.3,152.3,149.28,170.34,157.56,195.49,KRISHANA
Net Block,28.74,42.9,73.74,71.74,71.75,79.54,111.9,105.7,95.62,93.98,KRISHANA
Capital Work in Progress,15.08,9.05,0.2,8.63,8.11,24.59,,0.61,0.21,7.09,KRISHANA
Investments,,,,,,,,,,,KRISHANA
Other Assets,16.21,29.39,38.41,41.54,37.44,48.17,37.38,64.03,61.73,94.42,KRISHANA
Total,60.03,81.34,112.35,121.91,117.3,152.3,149.28,170.34,157.56,195.49,KRISHANA
Receivables,7.96,5.73,1.97,4.81,15.01,14.37,13.64,21.29,18.11,27.87,KRISHANA
Inventory,4.87,18.52,32.49,31.09,15.28,25.57,17.55,33.02,31.7,40.79,KRISHANA
Cash & Bank,0.29,0.05,0.09,0.15,0.06,0.04,0.04,0.04,0.02,0.02,KRISHANA
No. of Equity Shares,18000000.0,18000000.0,18000000.0,21000000.0,21000000.0,24900000.0,24900000.0,24900000.0,24900000.0,26100000.0,KRISHANA
New Bonus Shares,,,,,,,,,,,KRISHANA
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,KRISHANA
