Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,13.7,13.7,13.75,13.78,13.81,13.81,13.22,12.63,12.07,12.07,KSCL
Reserves,227.68,332.14,504.85,744.96,922.43,1010.2,1008.01,1000.33,969.78,1250.01,KSCL
Borrowings,21.78,3.09,0.84,1.4,1.64,1.64,1.88,2.2,2.03,1.56,KSCL
Other Liabilities,325.41,519.6,502.29,386.35,416.6,491.39,428.86,522.24,600.54,698.6,KSCL
Total,588.57,868.53,1021.73,1146.49,1354.48,1517.04,1451.97,1537.4,1584.42,1962.24,KSCL
Net Block,94.29,133.08,135.38,152.14,194.79,194.06,183.02,233.54,244.33,241.13,KSCL
Capital Work in Progress,13.09,3.65,11.66,61.66,19.51,28.67,31.6,32.92,12.98,25.59,KSCL
Investments,117.52,138.25,278.33,316.53,528.39,686.65,652.46,539.41,413.72,626.85,KSCL
Other Assets,363.67,593.55,596.36,616.16,611.79,607.66,584.89,731.53,913.39,1068.67,KSCL
Total,588.57,868.53,1021.73,1146.49,1354.48,1517.04,1451.97,1537.4,1584.42,1962.24,KSCL
Receivables,28.51,68.14,62.95,98.08,63.11,69.83,63.93,64.85,89.68,73.79,KSCL
Inventory,303.34,491.06,497.04,486.76,497.49,439.97,434.04,551.64,632.85,714.13,KSCL
Cash & Bank,9.61,13.36,4.94,4.06,6.92,17.05,8.73,6.77,4.22,7.04,KSCL
No. of Equity Shares,13702184.0,13702184.0,68742205.0,68896195.0,69055095.0,69055095.0,66092133.0,63129133.0,60329133.0,60329133.0,KSCL
New Bonus Shares,,,,,,,,,,,KSCL
Face value,10.0,10.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,KSCL
