Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,166.28,203.64,203.64,203.64,203.64,203.64,203.64,203.64,203.64,203.64,SPIC
Reserves,-1211.18,-78.02,-12.16,5.43,30.2,65.05,102.03,144.2,196.89,256.29,SPIC
Borrowings,1187.61,171.79,467.51,120.2,119.92,535.77,262.79,400.36,407.76,103.75,SPIC
Other Liabilities,665.5,408.52,761.68,1001.42,1213.75,414.78,867.49,1263.75,1250.75,1092.61,SPIC
Total,808.21,705.93,1420.67,1330.69,1567.51,1219.24,1435.95,2011.95,2059.04,1656.29,SPIC
Net Block,447.61,412.13,308.77,300.07,280.79,262.64,246.77,232.63,353.09,525.3,SPIC
Capital Work in Progress,1.23,3.56,6.58,12.54,11.78,22.7,35.46,69.01,26.22,17.54,SPIC
Investments,42.82,48.22,31.98,31.98,31.98,35.54,35.06,65.31,63.96,58.52,SPIC
Other Assets,316.55,242.02,1073.34,986.1,1242.96,898.36,1118.66,1645.0,1615.77,1054.93,SPIC
Total,808.21,705.93,1420.67,1330.69,1567.51,1219.24,1435.95,2011.95,2059.04,1656.29,SPIC
Receivables,10.99,13.14,15.27,19.7,62.78,91.56,47.45,17.65,8.96,7.19,SPIC
Inventory,94.45,62.56,183.75,132.66,92.52,229.4,188.75,187.85,135.06,350.63,SPIC
Cash & Bank,14.1,39.1,16.08,9.9,15.71,7.49,7.59,77.09,72.21,108.61,SPIC
No. of Equity Shares,166278374.0,203640336.0,203640336.0,203640336.0,203640336.0,203640336.0,203640336.0,203640336.0,203640336.0,203640336.0,SPIC
New Bonus Shares,,,,,,,,,,,SPIC
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,SPIC
