Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,0.05,0.05,0.05,6.55,6.55,6.55,6.55,6.55,6.55,6.55,MANAKSTEEL
Reserves,-0.04,-0.04,133.9,141.83,146.81,153.0,169.62,179.94,186.69,212.1,MANAKSTEEL
Borrowings,,,128.03,44.66,53.87,57.71,92.59,,42.06,64.3,MANAKSTEEL
Other Liabilities,,,77.99,35.72,42.21,36.29,88.45,94.76,60.72,22.03,MANAKSTEEL
Total,0.01,0.01,339.97,228.76,249.44,253.55,357.21,281.25,296.02,304.98,MANAKSTEEL
Net Block,,,72.87,67.6,61.79,55.48,50.12,49.09,46.9,42.73,MANAKSTEEL
Capital Work in Progress,,,2.41,1.38,1.41,1.51,2.92,0.46,1.59,0.32,MANAKSTEEL
Investments,,,,,,,31.64,41.55,35.45,49.43,MANAKSTEEL
Other Assets,0.01,0.01,264.69,159.78,186.24,196.56,272.53,190.15,212.08,212.5,MANAKSTEEL
Total,0.01,0.01,339.97,228.76,249.44,253.55,357.21,281.25,296.02,304.98,MANAKSTEEL
Receivables,,,75.47,57.03,91.14,93.62,92.76,81.28,42.53,16.73,MANAKSTEEL
Inventory,,,132.91,60.35,49.03,48.96,123.08,74.2,86.76,79.79,MANAKSTEEL
Cash & Bank,0.02,0.01,15.05,22.35,29.43,28.5,24.48,12.08,23.7,6.76,MANAKSTEEL
No. of Equity Shares,500000.0,500000.0,500000.0,65534050.0,65534050.0,65534050.0,65534050.0,65534050.0,65534050.0,65534050.0,MANAKSTEEL
New Bonus Shares,,,,,,,,,,,MANAKSTEEL
Face value,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,MANAKSTEEL
