Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,20.71,20.71,20.71,20.71,30.22,30.22,30.22,30.72,30.84,30.84,SHREEPUSHK
Reserves,24.92,32.46,42.89,67.46,132.91,162.77,190.48,237.12,262.97,286.2,SHREEPUSHK
Borrowings,71.42,77.41,65.45,25.23,17.71,15.07,41.48,11.7,27.62,24.26,SHREEPUSHK
Other Liabilities,31.86,33.03,27.97,26.41,41.04,51.86,79.45,75.77,66.0,62.12,SHREEPUSHK
Total,148.91,163.61,157.02,139.81,221.88,259.92,341.63,355.31,387.43,403.42,SHREEPUSHK
Net Block,49.92,47.34,58.05,59.8,84.21,123.13,141.8,137.91,131.65,123.07,SHREEPUSHK
Capital Work in Progress,2.91,10.34,,9.32,10.86,,0.28,10.48,49.4,73.06,SHREEPUSHK
Investments,0.05,0.05,0.05,0.05,0.05,0.05,21.81,21.38,80.43,97.34,SHREEPUSHK
Other Assets,96.03,105.88,98.92,70.64,126.76,136.74,177.74,185.54,125.95,109.95,SHREEPUSHK
Total,148.91,163.61,157.02,139.81,221.88,259.92,341.63,355.31,387.43,403.42,SHREEPUSHK
Receivables,21.47,22.63,29.35,28.96,43.92,61.01,72.44,79.39,62.47,57.19,SHREEPUSHK
Inventory,64.91,73.72,60.15,31.64,24.5,31.83,67.08,46.0,44.93,33.44,SHREEPUSHK
Cash & Bank,4.26,3.69,4.75,3.26,41.77,22.49,19.26,39.67,0.95,0.45,SHREEPUSHK
No. of Equity Shares,20708000.0,20708000.0,20708000.0,20707589.0,30219435.0,30219400.0,30219400.0,30724310.0,30836407.0,30836407.0,SHREEPUSHK
New Bonus Shares,,,,,,,,,,,SHREEPUSHK
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,SHREEPUSHK
