Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,170.37,154.23,176.86,183.7,197.35,176.55,207.21,94.68,1.3,3.9,GANESHHOUC
Raw Material Cost,,,,,,,,,,,GANESHHOUC
Change in Inventory,-13.5,1.79,16.47,2.59,7.92,2.82,-30.57,0.51,0.18,11.54,GANESHHOUC
Power and Fuel,0.32,0.36,0.38,0.45,0.48,0.47,0.46,0.48,0.49,0.41,GANESHHOUC
Other Mfr. Exp,62.96,47.32,67.49,72.79,72.94,42.09,20.54,2.72,1.69,8.59,GANESHHOUC
Employee Cost,6.54,6.9,7.51,8.89,10.81,12.38,15.35,15.22,15.75,10.0,GANESHHOUC
Selling and admin,9.22,7.99,9.1,11.29,10.43,11.69,12.74,7.37,4.9,3.49,GANESHHOUC
Other Expenses,-0.03,0.3,2.14,-0.51,0.14,0.35,-0.01,1.15,2.42,2.77,GANESHHOUC
Other Income,9.0,13.08,4.2,2.61,1.24,1.96,-0.59,5.2,2.12,10.08,GANESHHOUC
Depreciation,2.53,2.49,2.32,2.99,3.48,3.3,2.55,2.26,2.07,1.72,GANESHHOUC
Interest,47.3,52.46,54.07,52.66,52.7,51.81,57.38,52.67,47.43,44.49,GANESHHOUC
Profit before tax,37.03,51.28,54.52,40.34,55.53,59.24,67.04,18.52,-71.15,-45.95,GANESHHOUC
Tax,6.44,8.24,12.93,8.64,15.29,21.06,27.98,7.34,-7.87,0.96,GANESHHOUC
Net profit,30.59,43.05,41.59,31.71,40.25,38.18,39.07,11.19,-63.28,-46.92,GANESHHOUC
