Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,204.85,202.28,241.11,279.04,278.17,299.35,337.32,396.76,444.2,454.36,NUCLEUS
Raw Material Cost,,,,,,,,,,,NUCLEUS
Change in Inventory,,,-4.95,,,,,,,,NUCLEUS
Power and Fuel,2.96,3.4,3.89,4.13,4.15,4.21,4.19,4.14,4.4,2.7,NUCLEUS
Other Mfr. Exp,20.18,11.56,16.76,18.75,10.75,7.95,18.46,17.83,22.71,19.19,NUCLEUS
Employee Cost,116.13,118.27,125.63,146.94,166.96,176.98,217.45,248.18,268.17,279.12,NUCLEUS
Selling and admin,31.87,31.41,35.29,40.89,75.55,61.98,49.27,52.37,59.76,27.75,NUCLEUS
Other Expenses,6.5,6.68,8.72,6.95,7.34,12.68,5.21,13.7,11.88,3.4,NUCLEUS
Other Income,22.97,23.99,29.0,29.38,50.67,31.82,41.73,40.29,63.75,36.52,NUCLEUS
Depreciation,6.1,4.97,6.76,10.66,10.91,10.26,6.47,7.01,11.23,11.43,NUCLEUS
Interest,0.22,0.3,0.35,0.4,0.43,0.35,0.32,0.3,0.75,0.77,NUCLEUS
Profit before tax,43.86,49.68,67.76,79.7,52.75,56.76,77.68,93.52,129.05,146.52,NUCLEUS
Tax,11.22,12.59,12.67,18.96,8.09,4.98,12.08,17.89,26.83,34.48,NUCLEUS
Net profit,32.64,37.09,55.09,60.74,44.66,51.78,65.6,75.63,102.22,112.04,NUCLEUS
