Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,21994.65,27182.57,30641.16,35478.6,40988.04,44542.16,45780.31,54985.77,62635.16,63645.29,AXISBANK
Raw Material Cost,,,,,,,,,,,AXISBANK
Change in Inventory,,,,,,,,,,,AXISBANK
Power and Fuel,,,,,,,,,,,AXISBANK
Other Mfr. Exp,529.48,585.89,625.75,732.32,714.28,856.54,829.18,1054.98,1142.91,1193.7,AXISBANK
Employee Cost,2081.01,2378.52,2602.39,3116.73,3378.12,3894.33,4315.29,4750.08,5323.07,6166.5,AXISBANK
Selling and admin,1347.25,1531.0,1624.1,1704.97,1592.91,2069.21,2286.01,2359.38,2562.25,2845.28,AXISBANK
Other Expenses,2850.15,3817.53,4792.06,5572.67,7681.46,16987.99,21464.67,18990.26,26037.36,24117.84,AXISBANK
Other Income,5420.22,6551.11,7405.22,8365.05,9371.46,11691.31,10967.09,13130.34,15536.56,14838.2,AXISBANK
Depreciation,342.24,351.73,363.93,405.67,443.91,508.8,568.1,709.72,772.95,948.15,AXISBANK
Interest,13976.9,17516.31,18689.52,21254.46,24155.07,26449.04,27162.58,33277.6,37428.95,34406.17,AXISBANK
Profit before tax,6287.84,7552.7,9348.63,11056.83,12393.75,5467.56,121.57,6974.09,4904.23,8805.85,AXISBANK
Tax,2045.63,2373.26,3130.96,3699.01,4170.09,1788.28,-154.11,2297.48,3277.01,2217.35,AXISBANK
Net profit,4242.21,5179.43,6217.67,7357.82,8223.66,3679.28,275.68,4676.61,1627.22,6588.5,AXISBANK
