Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,8.99,9.89,9.89,9.89,9.89,9.89,9.89,9.89,9.89,9.89,KANANIIND
Reserves,30.99,30.24,30.38,30.52,30.87,31.26,31.66,32.23,32.8,33.24,KANANIIND
Borrowings,48.07,14.88,25.6,24.96,19.34,22.59,29.04,30.81,25.28,22.18,KANANIIND
Other Liabilities,25.96,21.5,1.9,11.83,18.22,13.56,14.58,19.36,24.16,21.13,KANANIIND
Total,114.01,76.51,67.77,77.2,78.32,77.3,85.17,92.29,92.13,86.44,KANANIIND
Net Block,1.02,0.91,0.81,0.69,0.61,0.53,0.46,0.55,0.42,0.32,KANANIIND
Capital Work in Progress,,,,,,,,,,,KANANIIND
Investments,20.06,20.06,21.34,21.34,21.34,21.34,21.34,21.34,21.34,21.34,KANANIIND
Other Assets,92.93,55.54,45.62,55.17,56.37,55.43,63.37,70.4,70.37,64.78,KANANIIND
Total,114.01,76.51,67.77,77.2,78.32,77.3,85.17,92.29,92.13,86.44,KANANIIND
Receivables,79.89,41.79,37.37,40.26,40.72,38.98,46.46,47.4,52.3,55.4,KANANIIND
Inventory,5.36,11.04,0.19,0.44,0.16,6.14,6.54,12.16,13.93,4.48,KANANIIND
Cash & Bank,6.8,2.56,7.1,13.54,14.35,9.34,9.47,9.97,3.77,4.03,KANANIIND
No. of Equity Shares,17988000.0,98934000.0,98934000.0,98934000.0,98934000.0,98934000.0,98934000.0,98934000.0,98934000.0,98934000.0,KANANIIND
New Bonus Shares,,,,,,,,,,,KANANIIND
Face value,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,KANANIIND
