Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,26.44,26.44,26.44,26.44,26.44,26.44,26.44,26.44,26.44,26.44,UBL
Reserves,1264.63,1410.18,1605.35,1823.19,2119.18,2306.08,2662.01,3155.45,3491.53,3553.18,UBL
Borrowings,991.58,1300.97,1232.1,836.32,806.19,594.02,312.06,211.49,252.17,261.97,UBL
Other Liabilities,1003.87,1001.07,1031.91,1194.68,1409.95,1547.43,1718.54,1985.22,1773.62,2002.94,UBL
Total,3286.52,3738.66,3895.8,3880.63,4361.76,4473.97,4719.05,5378.6,5543.76,5844.53,UBL
Net Block,1218.69,1593.99,1606.92,1810.84,1797.36,1725.55,1705.05,1752.19,1900.75,1942.04,UBL
Capital Work in Progress,207.35,113.98,82.27,90.16,60.84,137.18,72.27,189.92,199.12,127.99,UBL
Investments,25.47,25.47,25.47,25.47,25.47,25.5,25.57,25.68,25.68,13.71,UBL
Other Assets,1835.01,2005.22,2181.14,1954.16,2478.09,2585.74,2916.16,3410.81,3418.21,3760.79,UBL
Total,3286.52,3738.66,3895.8,3880.63,4361.76,4473.97,4719.05,5378.6,5543.76,5844.53,UBL
Receivables,699.45,813.3,958.6,964.28,1118.81,1295.35,1498.35,1510.02,1349.77,1394.82,UBL
Inventory,399.88,512.63,543.28,558.38,687.35,750.14,806.44,1030.8,1092.29,1135.29,UBL
Cash & Bank,172.58,232.77,142.48,10.76,11.47,21.55,20.16,45.12,73.31,468.05,UBL
No. of Equity Shares,264405149.0,264405149.0,264405149.0,264405149.0,264405149.0,264405149.0,264405149.0,264405149.0,264405149.0,264405149.0,UBL
New Bonus Shares,,,,,,,,,,,UBL
Face value,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,UBL
