Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,25.98,28.4,19.53,44.44,61.15,83.64,80.6,85.47,160.2,143.21,CUPID
Raw Material Cost,16.75,16.72,11.41,7.25,20.78,12.2,12.91,16.68,21.34,20.01,CUPID
Change in Inventory,0.27,-0.62,1.01,-0.9,0.02,0.06,2.26,-0.55,7.58,-1.85,CUPID
Power and Fuel,2.32,2.36,1.83,2.73,3.38,3.41,3.39,4.39,6.15,4.8,CUPID
Other Mfr. Exp,1.13,1.31,1.02,13.7,3.26,22.02,25.72,25.34,34.33,36.19,CUPID
Employee Cost,1.93,2.31,2.27,3.16,3.92,5.17,7.09,7.2,8.74,10.15,CUPID
Selling and admin,1.21,1.76,1.76,3.46,4.34,6.53,5.88,7.12,15.44,14.52,CUPID
Other Expenses,0.21,0.4,0.2,0.41,0.18,0.49,0.72,3.62,29.44,19.49,CUPID
Other Income,0.25,0.36,0.03,0.7,1.66,0.76,1.18,2.47,3.39,5.17,CUPID
Depreciation,1.37,1.42,1.51,1.83,1.93,2.1,2.18,2.01,2.5,2.6,CUPID
Interest,0.86,0.49,0.47,0.26,0.21,0.12,0.06,0.11,0.53,0.57,CUPID
Profit before tax,0.72,1.37,0.1,11.44,24.83,32.42,26.09,20.92,52.7,38.2,CUPID
Tax,0.13,0.51,0.06,3.73,8.89,11.86,9.0,5.7,12.86,9.22,CUPID
Net profit,0.59,0.86,0.05,7.71,15.93,20.55,17.09,15.21,39.84,28.98,CUPID
