Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,1095.02,1018.09,989.01,1137.65,1205.68,1173.59,1198.59,1528.22,1619.31,1970.43,ALLCARGO
Raw Material Cost,,,,,,,,,,,ALLCARGO
Change in Inventory,,,,,,,,,,,ALLCARGO
Power and Fuel,44.35,42.32,47.8,41.96,32.28,12.02,15.26,16.86,16.81,16.46,ALLCARGO
Other Mfr. Exp,558.87,601.87,595.95,703.39,740.35,742.47,801.61,1081.48,1181.93,1530.75,ALLCARGO
Employee Cost,81.84,77.26,72.55,84.2,109.31,96.58,98.83,132.16,134.85,128.56,ALLCARGO
Selling and admin,56.13,55.73,57.39,66.57,72.09,67.39,68.69,71.79,70.06,75.51,ALLCARGO
Other Expenses,30.33,33.08,14.28,8.45,22.04,21.61,53.19,16.88,39.57,34.66,ALLCARGO
Other Income,36.55,64.26,33.03,41.56,42.18,26.16,-5.73,157.69,268.25,179.16,ALLCARGO
Depreciation,89.04,116.76,134.75,110.86,100.31,98.37,101.68,106.97,115.05,102.47,ALLCARGO
Interest,50.55,27.05,28.99,38.3,26.08,24.13,23.13,33.35,63.25,62.13,ALLCARGO
Profit before tax,220.46,128.28,70.33,125.48,145.4,137.18,30.47,226.42,266.04,199.05,ALLCARGO
Tax,36.4,12.73,14.21,27.99,24.37,30.86,1.6,5.92,46.29,7.7,ALLCARGO
Net profit,184.06,115.55,56.12,97.49,121.03,106.32,28.87,220.5,219.75,191.35,ALLCARGO
