Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,192.45,178.1,190.42,173.75,167.97,180.16,235.95,255.13,230.56,187.33,CENTEXT
Raw Material Cost,150.4,135.64,143.74,136.09,126.05,144.04,178.45,203.92,173.01,137.84,CENTEXT
Change in Inventory,3.72,-1.66,-4.38,0.19,-1.54,8.77,-4.9,8.47,2.13,0.47,CENTEXT
Power and Fuel,11.41,12.02,12.51,10.05,10.26,11.05,13.02,12.51,12.36,10.49,CENTEXT
Other Mfr. Exp,4.78,3.02,4.7,2.74,2.74,4.05,7.09,7.97,6.37,4.62,CENTEXT
Employee Cost,10.48,9.89,10.15,9.88,11.22,11.5,12.53,13.16,13.9,12.1,CENTEXT
Selling and admin,3.58,5.24,4.4,4.02,4.58,5.48,5.58,5.8,6.75,5.9,CENTEXT
Other Expenses,3.18,2.71,3.35,3.01,2.97,2.92,2.94,4.35,4.61,2.3,CENTEXT
Other Income,2.0,4.03,2.84,3.72,2.21,1.84,2.89,1.06,1.54,1.11,CENTEXT
Depreciation,4.13,4.42,4.41,3.37,3.31,3.37,3.59,4.31,5.11,5.09,CENTEXT
Interest,7.5,7.74,8.16,7.46,6.95,6.95,6.38,6.99,6.74,7.44,CENTEXT
Profit before tax,2.71,-0.21,-2.54,1.04,0.56,1.41,4.36,5.65,5.38,3.13,CENTEXT
Tax,-0.49,-0.19,-1.5,-0.4,-0.35,0.06,0.65,1.62,1.68,0.95,CENTEXT
Net profit,3.2,-0.02,-1.04,1.44,0.91,1.35,3.71,4.03,3.7,2.18,CENTEXT
