Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,13.04,12.94,14.43,43.42,144.19,93.94,184.65,146.99,42.67,41.69,GEECEE
Raw Material Cost,0.35,,2.56,27.03,75.26,82.89,103.85,87.33,47.73,12.82,GEECEE
Change in Inventory,,,6.24,20.5,-24.88,29.96,-40.26,-4.47,33.5,-4.2,GEECEE
Power and Fuel,0.06,0.06,0.06,0.05,0.06,0.07,0.06,0.02,,,GEECEE
Other Mfr. Exp,0.1,0.38,4.22,22.08,0.28,0.81,0.59,0.62,0.65,0.69,GEECEE
Employee Cost,4.77,4.23,3.14,3.42,3.4,4.72,4.03,5.03,4.4,4.26,GEECEE
Selling and admin,2.75,1.26,1.67,2.84,5.75,3.63,2.67,4.44,2.41,1.44,GEECEE
Other Expenses,0.07,0.63,0.46,1.42,0.73,0.83,1.52,5.42,1.44,2.25,GEECEE
Other Income,34.58,4.81,2.22,7.69,6.48,3.13,0.78,5.93,0.84,2.28,GEECEE
Depreciation,1.84,1.78,1.77,1.82,1.62,1.5,1.41,1.47,1.53,1.5,GEECEE
Interest,0.14,0.12,,0.02,0.05,0.12,0.02,0.02,,,GEECEE
Profit before tax,37.54,9.29,9.01,12.93,38.64,32.46,31.02,44.1,18.85,16.81,GEECEE
Tax,2.79,3.02,2.58,0.41,2.1,3.3,0.94,9.0,3.67,4.21,GEECEE
Net profit,34.76,6.27,6.42,12.52,36.54,29.17,30.08,35.1,15.19,12.6,GEECEE
