Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,219.71,249.19,257.0,260.99,194.24,230.71,222.18,207.19,172.28,143.0,VIPCLOTHNG
Raw Material Cost,137.35,162.55,153.79,140.94,134.69,130.8,131.88,121.41,102.22,66.11,VIPCLOTHNG
Change in Inventory,12.7,15.07,-6.78,-14.88,19.63,-10.13,3.54,0.25,-9.24,-16.71,VIPCLOTHNG
Power and Fuel,1.53,2.89,2.95,2.66,1.39,1.02,1.0,0.99,0.97,0.65,VIPCLOTHNG
Other Mfr. Exp,39.75,35.35,30.8,34.09,30.63,34.7,38.79,37.51,34.16,25.11,VIPCLOTHNG
Employee Cost,12.89,14.46,15.79,16.64,15.7,17.0,18.28,21.1,21.49,17.15,VIPCLOTHNG
Selling and admin,16.97,30.59,21.23,20.29,27.74,18.2,24.31,21.9,16.68,11.21,VIPCLOTHNG
Other Expenses,5.7,2.15,2.4,3.65,3.8,5.02,0.98,0.83,3.13,3.24,VIPCLOTHNG
Other Income,6.38,5.44,1.01,0.5,7.08,-6.03,1.19,1.97,2.77,2.07,VIPCLOTHNG
Depreciation,3.52,3.4,3.51,4.91,3.87,3.36,3.35,3.31,4.24,3.93,VIPCLOTHNG
Interest,14.91,13.92,12.7,12.54,12.6,12.19,10.93,8.87,10.5,10.75,VIPCLOTHNG
Profit before tax,6.17,4.39,8.06,10.89,-9.47,-7.74,-2.61,-6.51,-27.58,-9.79,VIPCLOTHNG
Tax,1.53,1.54,2.73,3.9,0.46,-0.35,0.46,-0.32,-12.63,-8.75,VIPCLOTHNG
Net profit,4.64,2.85,5.33,6.99,-9.93,-7.39,-3.07,-6.19,-14.95,-1.05,VIPCLOTHNG
