Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,18.74,18.75,18.78,18.82,18.84,18.87,18.9,18.92,18.94,18.96,CARBORUNIV
Reserves,617.85,665.79,714.79,841.07,939.59,1036.16,1150.75,1257.96,1348.13,1515.81,CARBORUNIV
Borrowings,96.78,132.21,118.77,83.54,109.09,2.6,1.81,0.9,0.55,0.25,CARBORUNIV
Other Liabilities,266.98,202.06,194.77,202.16,202.87,239.68,264.4,248.0,205.39,310.64,CARBORUNIV
Total,1000.35,1018.81,1047.11,1145.59,1270.39,1297.31,1435.86,1525.78,1573.01,1845.66,CARBORUNIV
Net Block,385.33,414.13,414.65,389.33,375.34,408.09,430.44,395.29,422.19,418.11,CARBORUNIV
Capital Work in Progress,27.25,14.43,13.66,17.64,68.16,51.44,16.99,22.49,12.22,11.15,CARBORUNIV
Investments,134.57,124.62,130.62,237.5,256.06,254.12,311.34,344.71,307.44,250.73,CARBORUNIV
Other Assets,453.2,465.63,488.18,501.12,570.83,583.66,677.09,763.29,831.16,1165.67,CARBORUNIV
Total,1000.35,1018.81,1047.11,1145.59,1270.39,1297.31,1435.86,1525.78,1573.01,1845.66,CARBORUNIV
Receivables,184.72,202.37,226.62,224.29,253.21,256.28,326.74,330.51,259.34,317.72,CARBORUNIV
Inventory,187.69,179.96,186.14,208.42,225.24,226.77,260.4,339.03,326.3,295.1,CARBORUNIV
Cash & Bank,10.42,8.87,11.63,6.66,9.85,7.93,20.84,17.24,163.38,465.44,CARBORUNIV
No. of Equity Shares,187395562.0,187470000.0,187756220.0,188179042.0,188379560.0,188658090.0,188955751.0,189154175.0,189412196.0,189590839.0,CARBORUNIV
New Bonus Shares,,,,,,,,,,,CARBORUNIV
Face value,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,CARBORUNIV
