Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,18.46,18.46,18.46,18.46,18.46,18.46,18.46,18.46,18.46,18.46,STEL
Reserves,94.38,96.25,98.8,102.56,98.54,103.32,735.16,642.64,434.3,759.36,STEL
Borrowings,,,,,,,,,,,STEL
Other Liabilities,1.13,0.05,0.02,0.03,0.05,1.39,0.04,0.05,0.05,4.79,STEL
Total,113.97,114.76,117.28,121.05,117.05,123.17,753.66,661.15,452.81,782.61,STEL
Net Block,1.32,1.25,1.19,1.14,1.09,1.03,0.97,0.92,0.87,0.83,STEL
Capital Work in Progress,,,,,,,,,,,STEL
Investments,95.05,97.22,96.61,110.75,98.02,101.44,727.52,635.57,416.6,687.12,STEL
Other Assets,17.6,16.29,19.48,9.16,17.94,20.7,25.17,24.66,35.34,94.66,STEL
Total,113.97,114.76,117.28,121.05,117.05,123.17,753.66,661.15,452.81,782.61,STEL
Receivables,,,,,,,,,,,STEL
Inventory,,,,,,,,,,,STEL
Cash & Bank,1.97,2.74,3.4,3.91,9.23,9.5,14.37,13.77,30.11,92.3,STEL
No. of Equity Shares,18455405.0,18455405.0,18455405.0,18455405.0,18455405.0,18455405.0,18455405.0,18455405.0,18455405.0,18455405.0,STEL
New Bonus Shares,,,,,,,,,,,STEL
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,STEL
