Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,10.94,10.94,10.94,10.94,10.94,10.94,10.94,10.94,10.94,10.94,KOVAI
Reserves,50.17,69.5,91.3,127.46,164.61,224.4,276.37,332.3,420.09,499.06,KOVAI
Borrowings,227.81,209.34,183.63,162.67,158.36,125.48,201.6,377.73,542.98,622.58,KOVAI
Other Liabilities,49.73,54.91,64.76,85.1,95.64,103.09,115.96,128.64,133.54,148.31,KOVAI
Total,338.65,344.69,350.63,386.17,429.55,463.91,604.87,849.61,1107.55,1280.89,KOVAI
Net Block,288.4,279.46,277.18,280.93,337.49,354.04,442.6,469.3,642.77,1033.01,KOVAI
Capital Work in Progress,0.15,4.72,4.94,16.67,10.1,5.65,12.88,227.3,299.6,45.27,KOVAI
Investments,3.6,3.6,3.6,3.72,3.72,3.89,0.23,0.24,0.12,0.16,KOVAI
Other Assets,46.5,56.91,64.91,84.85,78.24,100.33,149.16,152.77,165.06,202.45,KOVAI
Total,338.65,344.69,350.63,386.17,429.55,463.91,604.87,849.61,1107.55,1280.89,KOVAI
Receivables,3.2,4.15,7.25,10.1,8.97,11.75,12.58,10.01,8.42,10.54,KOVAI
Inventory,7.26,8.92,9.68,8.32,8.55,8.78,10.83,10.13,13.0,10.3,KOVAI
Cash & Bank,24.76,30.96,34.93,55.51,50.94,68.13,92.41,101.89,110.94,154.86,KOVAI
No. of Equity Shares,10942262.0,10942262.0,10942262.0,10942262.0,10942262.0,10942262.0,10942262.0,10942262.0,10942262.0,10942262.0,KOVAI
New Bonus Shares,,,,,,,,,,,KOVAI
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,KOVAI
