Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,47.82,47.82,51.21,51.21,51.21,51.21,51.21,51.21,51.21,51.21,GET&D
Reserves,828.61,862.36,1197.55,1260.59,1127.15,981.58,1138.4,1376.78,1000.28,1071.47,GET&D
Borrowings,593.5,417.66,493.46,280.46,503.54,518.0,100.0,80.53,598.81,316.08,GET&D
Other Liabilities,2276.45,2817.52,2957.42,2900.11,3089.94,3563.18,3479.21,2687.9,2503.3,2663.64,GET&D
Total,3746.38,4145.36,4699.64,4492.37,4771.84,5113.97,4768.82,4196.42,4153.6,4102.4,GET&D
Net Block,648.73,619.76,639.41,686.72,684.09,655.66,585.58,512.62,537.72,493.6,GET&D
Capital Work in Progress,18.2,53.54,110.07,70.17,32.94,24.82,18.2,5.06,12.13,21.66,GET&D
Investments,,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,GET&D
Other Assets,3079.45,3472.05,3950.15,3735.47,4054.8,4433.48,4165.03,3678.73,3603.74,3587.13,GET&D
Total,3746.38,4145.36,4699.64,4492.37,4771.84,5113.97,4768.82,4196.42,4153.6,4102.4,GET&D
Receivables,1802.3,1714.64,2296.08,2147.8,2067.44,2271.32,1799.25,2020.25,1898.82,1905.04,GET&D
Inventory,555.35,694.18,682.98,693.2,972.01,1119.79,1026.21,634.27,649.49,579.6,GET&D
Cash & Bank,33.11,78.12,36.44,81.51,61.08,71.71,532.05,60.28,59.5,60.2,GET&D
No. of Equity Shares,239104035.0,239104035.0,256046535.0,256046535.0,256046535.0,256046535.0,256046535.0,256046535.0,256046535.0,256046535.0,GET&D
New Bonus Shares,,,,,,,,,,,GET&D
Face value,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,GET&D
