Report Date,2019-06-30 00:00:00,2019-09-30 00:00:00,2019-12-31 00:00:00,2020-03-31 00:00:00,2020-06-30 00:00:00,2020-09-30 00:00:00,2020-12-31 00:00:00,2021-03-31 00:00:00,2021-06-30 00:00:00,2021-09-30 00:00:00,Company_Name
Sales,73.27,59.13,65.15,60.59,30.5,61.28,68.85,76.22,64.24,68.9,SUNDRMBRAK
Expenses,70.28,60.73,63.4,58.79,34.33,55.74,66.03,73.23,64.61,68.37,SUNDRMBRAK
Other Income,0.41,2.79,0.98,0.9,0.17,0.02,0.33,0.76,0.78,0.71,SUNDRMBRAK
Depreciation,1.24,1.28,1.55,1.36,1.37,1.3,1.52,1.43,1.43,1.47,SUNDRMBRAK
Interest,0.44,0.35,0.41,0.38,0.27,0.25,0.31,0.24,0.29,0.38,SUNDRMBRAK
Profit before tax,1.72,-0.44,0.77,0.96,-5.3,4.01,1.32,2.08,-1.31,-0.61,SUNDRMBRAK
Tax,0.45,-0.08,0.29,-0.18,0.05,-0.29,-3.95,0.29,,-0.06,SUNDRMBRAK
Net profit,1.27,-0.36,0.48,1.14,-5.35,4.29,5.27,1.79,-1.32,-0.55,SUNDRMBRAK
Operating Profit,2.99,-1.6,1.75,1.8,-3.83,5.54,2.82,2.99,-0.37,0.53,SUNDRMBRAK
