Report Date,2011-12-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,39.77,39.77,39.77,39.77,39.77,39.77,39.77,39.77,39.77,39.77,ANDHRAPAP
Reserves,440.75,417.04,375.43,374.28,411.17,438.18,524.24,724.04,936.08,935.45,ANDHRAPAP
Borrowings,478.02,448.75,564.13,502.33,476.52,359.45,207.52,14.8,9.33,30.58,ANDHRAPAP
Other Liabilities,298.76,302.0,335.51,329.57,340.33,317.23,325.11,407.48,335.96,326.78,ANDHRAPAP
Total,1257.3,1207.56,1314.84,1245.95,1267.79,1154.63,1096.64,1186.09,1321.14,1332.58,ANDHRAPAP
Net Block,806.61,820.87,876.62,833.11,820.47,798.28,741.66,707.45,680.39,618.63,ANDHRAPAP
Capital Work in Progress,61.21,22.37,9.79,15.84,17.14,2.51,4.19,8.43,1.6,8.99,ANDHRAPAP
Investments,16.05,16.03,15.43,15.43,15.43,10.11,14.65,15.58,44.29,219.26,ANDHRAPAP
Other Assets,373.43,348.29,413.0,381.57,414.75,343.73,336.14,454.63,594.86,485.7,ANDHRAPAP
Total,1257.3,1207.56,1314.84,1245.95,1267.79,1154.63,1096.64,1186.09,1321.14,1332.58,ANDHRAPAP
Receivables,35.26,45.58,58.35,63.86,70.69,67.5,69.57,73.56,40.78,75.6,ANDHRAPAP
Inventory,211.92,144.79,207.64,201.21,213.71,183.84,154.78,157.0,223.41,164.31,ANDHRAPAP
Cash & Bank,24.15,16.56,15.78,4.23,10.14,7.07,16.66,67.06,170.9,81.57,ANDHRAPAP
No. of Equity Shares,39770039.0,39770039.0,39770039.0,39770039.0,39770039.0,39770039.0,39770039.0,39770039.0,39770039.0,39770039.0,ANDHRAPAP
New Bonus Shares,,,,,,,,,,,ANDHRAPAP
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,ANDHRAPAP
