Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,UNITEDTEA
Reserves,36.68,41.09,47.27,54.06,62.67,96.52,111.55,134.37,149.5,160.55,UNITEDTEA
Borrowings,3.12,0.47,0.59,0.04,,,,,,,UNITEDTEA
Other Liabilities,5.74,6.3,7.82,6.43,8.06,6.96,8.43,8.19,9.09,11.59,UNITEDTEA
Total,50.54,52.86,60.68,65.53,75.73,108.48,124.98,147.56,163.59,177.14,UNITEDTEA
Net Block,12.46,34.88,36.08,38.46,38.11,38.02,38.55,37.62,43.45,43.91,UNITEDTEA
Capital Work in Progress,18.54,,0.37,,,0.24,0.45,1.17,1.31,1.29,UNITEDTEA
Investments,3.09,3.18,1.85,1.53,3.83,40.55,63.37,72.68,75.89,101.69,UNITEDTEA
Other Assets,16.45,14.8,22.38,25.54,33.79,29.67,22.61,36.09,42.94,30.25,UNITEDTEA
Total,50.54,52.86,60.68,65.53,75.73,108.48,124.98,147.56,163.59,177.14,UNITEDTEA
Receivables,2.87,2.23,5.2,4.82,5.51,2.06,5.33,4.44,7.2,4.86,UNITEDTEA
Inventory,2.22,2.68,2.36,3.0,2.85,4.37,4.93,6.32,6.63,10.42,UNITEDTEA
Cash & Bank,8.84,7.05,12.32,15.87,22.57,18.61,7.51,17.87,10.62,9.6,UNITEDTEA
No. of Equity Shares,4996566.0,4996566.0,4996566.0,4996566.0,4996566.0,4996566.0,4996566.0,4996566.0,4996566.0,4996566.0,UNITEDTEA
New Bonus Shares,,,,,,,,,,,UNITEDTEA
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,UNITEDTEA
