Report Date,2019-06-30 00:00:00,2019-09-30 00:00:00,2019-12-31 00:00:00,2020-03-31 00:00:00,2020-06-30 00:00:00,2020-09-30 00:00:00,2020-12-31 00:00:00,2021-03-31 00:00:00,2021-06-30 00:00:00,2021-09-30 00:00:00,Company_Name
Sales,359.9,342.82,365.26,336.94,202.84,271.75,328.03,343.02,392.41,382.68,NRAIL
Expenses,312.47,297.09,305.24,273.98,166.73,233.59,292.96,319.76,343.3,359.35,NRAIL
Other Income,2.12,2.83,3.02,4.22,1.51,1.43,2.0,3.41,3.54,2.98,NRAIL
Depreciation,7.78,7.84,7.93,7.96,7.97,8.29,8.33,8.42,8.79,9.01,NRAIL
Interest,9.42,9.34,9.1,8.02,7.23,9.23,7.04,6.81,6.38,7.14,NRAIL
Profit before tax,32.35,31.38,46.01,51.2,22.42,22.07,21.7,11.44,37.48,10.16,NRAIL
Tax,8.61,7.57,13.79,14.22,6.7,5.51,6.19,1.99,11.5,3.71,NRAIL
Net profit,23.74,23.82,32.21,36.99,15.72,16.55,15.51,9.45,25.98,6.45,NRAIL
Operating Profit,47.43,45.73,60.02,62.96,36.11,38.16,35.07,23.26,49.11,23.33,NRAIL
