Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,122.26,142.26,142.26,142.26,142.26,142.26,142.26,142.26,142.26,142.26,UTTAMSTL
Reserves,902.75,1104.3,1139.62,1806.58,1015.78,590.07,-293.24,-2417.0,-3816.72,-4042.2,UTTAMSTL
Borrowings,2016.41,2388.85,2856.98,3132.21,3951.12,5618.21,5798.37,7440.9,7627.37,7579.91,UTTAMSTL
Other Liabilities,2794.59,3197.32,3865.74,3830.12,4905.23,3344.98,2422.94,1756.22,1936.25,1937.5,UTTAMSTL
Total,5836.01,6832.73,8004.6,8911.17,10014.39,9695.52,8070.33,6922.38,5889.16,5617.47,UTTAMSTL
Net Block,2898.74,3217.51,4007.18,4700.71,5673.8,5452.3,5191.88,4939.06,4691.45,4457.94,UTTAMSTL
Capital Work in Progress,378.69,546.8,694.11,798.86,152.23,154.06,155.58,117.7,102.02,102.02,UTTAMSTL
Investments,12.02,23.46,23.94,52.87,77.88,74.83,74.83,74.83,74.83,39.75,UTTAMSTL
Other Assets,2546.56,3044.96,3279.37,3358.73,4110.48,4014.33,2648.04,1790.79,1020.86,1017.76,UTTAMSTL
Total,5836.01,6832.73,8004.6,8911.17,10014.39,9695.52,8070.33,6922.38,5889.16,5617.47,UTTAMSTL
Receivables,557.84,684.49,983.75,1210.72,1475.66,1186.74,30.42,30.91,5.75,8.27,UTTAMSTL
Inventory,1085.14,1037.24,794.75,1268.47,904.35,858.05,393.57,388.27,398.72,416.17,UTTAMSTL
Cash & Bank,131.26,169.64,53.28,38.77,38.37,15.44,3.74,12.11,10.5,21.4,UTTAMSTL
No. of Equity Shares,122260103.0,142260103.0,142260100.0,142260103.0,142260103.0,142260103.0,142260103.0,142260103.0,142260103.0,142260103.0,UTTAMSTL
New Bonus Shares,,,,,,,,,,,UTTAMSTL
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,UTTAMSTL
