Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,723.28,633.89,512.58,344.06,377.25,363.32,361.87,377.79,400.85,368.09,NIITLTD
Raw Material Cost,132.0,98.59,48.87,27.44,26.55,8.85,4.68,5.36,4.44,1.06,NIITLTD
Change in Inventory,-2.37,-2.55,-3.99,-2.01,1.77,-3.62,-0.36,0.05,-0.09,-0.46,NIITLTD
Power and Fuel,9.44,9.3,8.33,7.33,7.34,6.02,5.38,5.73,5.52,2.09,NIITLTD
Other Mfr. Exp,168.74,141.79,106.7,76.33,76.57,79.77,88.27,11.7,10.54,7.87,NIITLTD
Employee Cost,178.26,173.7,159.24,127.43,138.56,148.47,155.1,166.36,179.2,188.64,NIITLTD
Selling and admin,164.41,166.37,156.75,106.44,119.64,112.67,95.23,169.02,157.83,140.34,NIITLTD
Other Expenses,18.63,3.46,7.11,4.51,3.06,4.16,1.53,13.23,10.94,6.43,NIITLTD
Other Income,156.65,66.52,63.28,-48.12,42.61,45.32,38.56,63.37,1528.92,73.89,NIITLTD
Depreciation,68.4,78.24,67.95,43.13,28.24,24.15,23.82,23.15,35.0,26.7,NIITLTD
Interest,23.33,18.32,18.81,13.98,21.01,23.88,20.39,19.98,13.84,3.59,NIITLTD
Profit before tax,114.35,8.09,-1.89,-112.66,0.66,-2.95,5.67,26.68,1512.37,64.8,NIITLTD
Tax,18.1,6.93,5.89,3.44,0.56,0.58,0.53,1.18,144.01,11.19,NIITLTD
Net profit,96.25,1.16,-7.78,-116.1,0.11,-3.53,5.15,25.5,1368.36,53.61,NIITLTD
