Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,295.39,309.27,312.1,314.94,315.97,317.73,335.18,344.29,346.41,360.79,HDFC
Reserves,18722.19,24520.94,27643.09,30655.03,33753.99,39276.55,64879.35,77011.18,85811.65,108114.83,HDFC
Borrowings,139127.5,158828.11,183973.19,208599.03,237762.94,279732.15,319715.69,366214.39,419101.64,441365.04,HDFC
Other Liabilities,9374.86,11702.64,13504.11,14382.66,17043.72,17979.61,13979.37,15207.69,18833.86,17757.92,HDFC
Total,167519.94,195360.96,225432.49,253951.66,288876.62,337306.04,398909.59,458777.55,524093.56,567598.58,HDFC
Net Block,233.95,237.94,280.48,676.96,664.53,999.64,1039.63,972.65,2239.38,2196.45,HDFC
Capital Work in Progress,,,,,,,,,,,HDFC
Investments,12207.0,13613.46,13912.65,14294.34,15345.43,20052.8,30716.73,46240.35,64944.37,68636.77,HDFC
Other Assets,155078.99,181509.56,211239.36,238980.36,272866.66,316253.6,367153.23,411564.55,456909.81,496765.36,HDFC
Total,167519.94,195360.96,225432.49,253951.66,288876.62,337306.04,398909.59,458777.55,524093.56,567598.58,HDFC
Receivables,60.21,1.32,84.52,46.18,144.66,109.48,103.45,186.86,230.06,155.38,HDFC
Inventory,,,,,,,,,,,HDFC
Cash & Bank,5472.85,5751.14,7715.52,3364.65,5320.67,6318.8,1485.07,1596.26,3425.69,1144.75,HDFC
No. of Equity Shares,1476970010.0,1546347255.0,1560532605.0,1574697670.0,1579846340.0,1588672140.0,1675879893.0,1721437390.0,1732051189.0,1803946433.0,HDFC
New Bonus Shares,,,,,,,,,,,HDFC
Face value,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,HDFC
