Report Date,2019-06-30 00:00:00,2019-09-30 00:00:00,2019-12-31 00:00:00,2020-03-31 00:00:00,2020-06-30 00:00:00,2020-09-30 00:00:00,2020-12-31 00:00:00,2021-03-31 00:00:00,2021-06-30 00:00:00,2021-09-30 00:00:00,Company_Name
Sales,89.69,88.95,90.57,79.42,31.65,75.09,84.56,88.22,82.75,100.62,GRPLTD
Expenses,84.7,84.35,86.22,74.67,34.13,69.88,78.0,80.77,78.6,95.21,GRPLTD
Other Income,0.2,0.26,0.22,-0.01,0.1,0.21,0.32,1.2,0.29,0.3,GRPLTD
Depreciation,3.28,3.32,3.53,3.36,2.95,3.34,3.17,3.06,2.93,2.99,GRPLTD
Interest,1.13,1.24,2.03,3.72,2.12,0.95,1.37,0.92,0.92,1.0,GRPLTD
Profit before tax,0.78,0.3,-0.99,-2.34,-7.45,1.13,2.34,4.67,0.59,1.72,GRPLTD
Tax,-3.42,-0.18,-0.7,-0.96,-1.83,0.23,0.69,-0.05,1.29,-1.68,GRPLTD
Net profit,4.19,0.48,-0.29,-1.38,-5.62,0.9,1.64,4.71,-0.7,3.39,GRPLTD
Operating Profit,4.99,4.6,4.35,4.75,-2.48,5.21,6.56,7.45,4.15,5.41,GRPLTD
