Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,1319.14,1345.09,1429.25,1444.63,1498.67,1431.88,1385.46,1306.73,1225.51,528.1,HTMEDIA
Raw Material Cost,401.3,411.02,404.66,404.77,381.33,351.51,298.44,376.47,286.38,83.24,HTMEDIA
Change in Inventory,-0.01,0.53,-0.39,0.04,-0.01,-0.05,-0.01,0.24,1.75,-1.52,HTMEDIA
Power and Fuel,20.69,25.27,27.91,27.54,28.9,27.02,26.25,23.96,20.79,14.54,HTMEDIA
Other Mfr. Exp,104.59,118.59,129.14,132.57,135.99,227.61,209.91,230.46,231.23,155.23,HTMEDIA
Employee Cost,247.3,289.23,312.59,348.11,334.16,328.09,263.15,251.18,254.23,180.25,HTMEDIA
Selling and admin,223.08,245.87,282.1,311.44,364.4,346.66,321.3,310.82,234.98,142.94,HTMEDIA
Other Expenses,81.7,65.58,90.13,101.9,103.95,63.98,49.58,132.95,99.2,55.56,HTMEDIA
Other Income,66.45,-84.27,121.82,113.16,128.26,153.38,198.66,27.99,-316.13,106.51,HTMEDIA
Depreciation,60.3,57.58,56.21,71.67,70.89,97.47,96.42,82.69,113.45,90.9,HTMEDIA
Interest,28.58,33.58,55.57,36.03,50.98,78.68,69.6,98.44,103.45,45.87,HTMEDIA
Profit before tax,218.04,14.63,192.37,123.8,156.32,64.19,249.46,-172.01,-432.58,-135.44,HTMEDIA
Tax,58.22,-9.52,36.73,10.15,62.87,2.68,35.72,-33.07,-39.9,-54.09,HTMEDIA
Net profit,159.82,24.15,155.64,113.66,93.45,61.51,213.74,-138.94,-392.68,-81.35,HTMEDIA
