Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,19516.43,19980.5,20087.57,21593.18,22573.69,21754.72,25209.92,30357.57,29918.65,27741.08,BAJAJ-AUTO
Raw Material Cost,14196.69,14382.57,13895.57,14907.36,14993.41,14667.83,17400.41,21854.1,21071.29,19829.13,BAJAJ-AUTO
Change in Inventory,94.15,-24.0,18.9,57.56,-63.45,43.68,-9.68,56.42,63.01,219.48,BAJAJ-AUTO
Power and Fuel,101.85,121.33,106.16,114.7,120.66,96.46,100.26,115.01,116.57,91.34,BAJAJ-AUTO
Other Mfr. Exp,225.27,260.76,530.17,655.73,644.19,547.54,550.15,633.97,698.83,597.11,BAJAJ-AUTO
Employee Cost,541.28,640.84,728.0,900.12,920.01,999.51,1072.2,1258.83,1393.4,1293.93,BAJAJ-AUTO
Selling and admin,676.76,718.91,489.66,663.73,708.94,699.56,852.6,940.47,1020.67,653.37,BAJAJ-AUTO
Other Expenses,135.22,187.0,243.61,277.39,329.22,355.91,377.04,410.72,570.97,554.1,BAJAJ-AUTO
Other Income,460.52,788.45,698.85,226.97,1061.72,1212.73,1251.1,1772.44,1719.86,1263.36,BAJAJ-AUTO
Depreciation,145.62,166.77,179.61,267.4,307.16,307.29,314.8,265.69,246.43,259.28,BAJAJ-AUTO
Interest,22.24,0.54,0.49,6.49,1.05,1.4,1.31,4.48,3.16,6.66,BAJAJ-AUTO
Profit before tax,4026.17,4266.23,4632.05,4084.79,5547.32,5335.63,5782.57,6703.16,6580.2,5939.0,BAJAJ-AUTO
Tax,1022.12,1222.66,1388.73,1271.05,1617.65,1508.07,1714.47,2027.98,1480.22,1384.41,BAJAJ-AUTO
Net profit,3004.05,3043.57,3243.32,2813.74,3929.67,3827.56,4068.1,4675.18,5099.98,4554.59,BAJAJ-AUTO
