Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,37.95,37.99,38.02,38.09,47.37,47.39,47.41,53.86,53.9,53.92,POONAWALLA
Reserves,1043.35,1135.61,1225.99,1345.47,1984.05,1990.5,1763.37,2501.94,2461.41,1888.14,POONAWALLA
Borrowings,5980.13,9431.64,8834.68,9723.93,9824.92,8490.84,11098.03,11749.7,10059.54,7948.73,POONAWALLA
Other Liabilities,890.08,1136.65,1219.3,1204.25,1052.48,890.53,659.32,682.06,380.36,451.22,POONAWALLA
Total,7951.51,11741.89,11317.99,12311.74,12908.82,11419.26,13568.13,14987.56,12955.21,10342.01,POONAWALLA
Net Block,178.47,165.92,157.04,195.35,201.53,210.95,191.07,183.56,221.2,171.39,POONAWALLA
Capital Work in Progress,0.33,8.5,25.05,8.06,11.86,5.49,1.08,3.54,5.53,0.18,POONAWALLA
Investments,33.32,285.44,320.78,241.43,458.15,580.22,305.57,302.42,402.42,428.92,POONAWALLA
Other Assets,7739.39,11282.03,10815.12,11866.9,12237.28,10622.6,13070.41,14498.04,12326.06,9741.52,POONAWALLA
Total,7951.51,11741.89,11317.99,12311.74,12908.82,11419.26,13568.13,14987.56,12955.21,10342.01,POONAWALLA
Receivables,8.61,6.81,15.51,7.52,7.07,6.43,2.16,8.68,7.99,10.17,POONAWALLA
Inventory,,,,,,,,,,,POONAWALLA
Cash & Bank,789.1,1163.96,695.42,565.95,360.46,272.49,397.8,932.69,648.36,612.42,POONAWALLA
No. of Equity Shares,189732175.0,189956775.0,190119975.0,190425875.0,236828672.0,236959672.0,237028672.0,269324236.0,269515312.0,269616712.0,POONAWALLA
New Bonus Shares,,,,,,,,,,,POONAWALLA
Face value,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,POONAWALLA
