Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,260.3,243.5,274.78,240.64,240.98,260.42,207.9,241.96,214.28,207.68,BBTC
Raw Material Cost,109.68,112.66,95.01,92.76,95.61,83.85,79.48,109.22,90.41,77.62,BBTC
Change in Inventory,4.05,22.46,-10.03,10.78,-5.55,-33.29,2.36,22.7,-2.4,-0.43,BBTC
Power and Fuel,13.63,11.44,13.11,11.6,14.41,11.44,9.22,11.57,9.47,8.5,BBTC
Other Mfr. Exp,25.11,32.95,31.4,33.18,32.97,31.46,33.62,35.94,30.92,29.24,BBTC
Employee Cost,55.38,62.18,73.13,75.73,77.35,75.95,84.31,90.75,88.74,83.49,BBTC
Selling and admin,28.17,23.66,26.8,25.75,25.16,25.1,19.71,19.56,17.81,21.3,BBTC
Other Expenses,21.16,4.42,5.65,4.14,8.46,9.94,11.78,8.99,13.62,6.63,BBTC
Other Income,191.01,28.49,16.69,35.58,26.77,49.36,37.47,34.82,68.74,107.46,BBTC
Depreciation,7.16,6.86,7.6,6.87,8.57,8.29,9.16,8.34,9.14,8.7,BBTC
Interest,18.52,14.9,21.51,26.94,31.83,34.02,31.37,33.78,38.24,75.44,BBTC
Profit before tax,176.55,25.38,7.23,10.03,-32.16,-3.56,-30.92,-18.67,-17.73,3.79,BBTC
Tax,40.06,6.45,2.1,3.0,0.55,-0.36,-5.09,1.03,-0.7,0.98,BBTC
Net profit,136.49,18.93,5.13,7.03,-32.71,-3.2,-25.83,-19.7,-17.03,2.8,BBTC
