Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,16.31,16.31,16.31,16.31,16.31,20.0,20.0,20.0,20.0,20.0,LINCOLN
Reserves,63.87,72.53,82.82,95.04,114.82,169.58,199.54,242.6,284.49,344.95,LINCOLN
Borrowings,56.65,61.16,51.04,48.41,60.51,53.02,56.0,33.61,4.69,0.52,LINCOLN
Other Liabilities,60.2,60.93,70.03,32.17,50.27,39.16,50.47,50.58,58.02,73.21,LINCOLN
Total,197.03,210.93,220.2,191.93,241.91,281.76,326.01,346.79,367.2,438.68,LINCOLN
Net Block,32.91,33.43,32.37,33.31,63.16,68.07,82.95,88.45,91.03,89.9,LINCOLN
Capital Work in Progress,2.0,2.37,2.37,2.55,2.73,6.63,0.29,1.94,0.04,1.34,LINCOLN
Investments,11.21,11.21,11.21,12.64,19.98,35.98,38.71,45.81,60.0,106.4,LINCOLN
Other Assets,150.91,163.92,174.25,143.43,156.04,171.08,204.06,210.59,216.13,241.04,LINCOLN
Total,197.03,210.93,220.2,191.93,241.91,281.76,326.01,346.79,367.2,438.68,LINCOLN
Receivables,64.94,72.94,87.05,82.31,75.16,79.23,96.02,113.0,91.0,102.23,LINCOLN
Inventory,21.38,17.52,20.84,19.28,24.67,31.87,36.49,29.47,37.54,40.27,LINCOLN
Cash & Bank,11.7,14.86,7.45,6.19,5.32,5.39,8.35,7.43,11.21,12.53,LINCOLN
No. of Equity Shares,16310800.0,16310800.0,16310800.0,16310800.0,16310800.0,20000000.0,20000000.0,20000000.0,20000000.0,20000000.0,LINCOLN
New Bonus Shares,,,,,,,,,,,LINCOLN
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,LINCOLN
