Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,25.17,25.24,25.24,25.24,25.24,25.24,25.24,25.27,25.27,25.37,IPCALAB
Reserves,1237.04,1544.61,1956.37,2208.09,2257.81,2449.88,2669.71,3111.39,3640.33,4727.35,IPCALAB
Borrowings,600.81,617.03,594.7,928.81,865.2,715.75,627.56,444.21,474.45,236.23,IPCALAB
Other Liabilities,467.03,521.87,641.06,661.6,756.38,777.08,785.2,876.67,1044.52,1021.16,IPCALAB
Total,2330.05,2708.75,3217.37,3823.74,3904.63,3967.95,4107.71,4457.54,5184.57,6010.11,IPCALAB
Net Block,912.82,1075.33,1306.11,1752.96,1976.58,1945.97,1854.61,1740.1,1840.97,1868.6,IPCALAB
Capital Work in Progress,94.51,129.17,164.9,266.95,128.93,94.87,73.23,65.96,84.19,182.0,IPCALAB
Investments,42.8,21.94,28.9,81.86,97.43,211.58,215.63,322.24,648.72,867.84,IPCALAB
Other Assets,1279.92,1482.31,1717.46,1721.97,1701.69,1715.53,1964.24,2329.24,2610.69,3091.67,IPCALAB
Total,2330.05,2708.75,3217.37,3823.74,3904.63,3967.95,4107.71,4457.54,5184.57,6010.11,IPCALAB
Receivables,345.11,415.93,448.76,353.55,441.45,501.98,594.38,632.06,839.13,774.46,IPCALAB
Inventory,663.98,733.34,838.3,916.98,831.93,873.54,873.17,1055.55,1266.96,1517.09,IPCALAB
Cash & Bank,9.25,54.66,69.22,113.19,161.98,17.53,131.03,259.81,152.4,306.9,IPCALAB
No. of Equity Shares,127108750.0,127480204.0,127500000.0,127480204.0,126199109.0,126199109.0,126199109.0,126352109.0,126352109.0,126852109.0,IPCALAB
New Bonus Shares,,,,,,,,,,,IPCALAB
Face value,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,IPCALAB
