Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,4.63,6.72,8.03,32.96,45.27,27.12,23.82,20.33,17.89,12.44,COUNCODOS
Raw Material Cost,6.86,9.0,5.57,9.44,29.15,15.62,18.69,14.52,11.53,7.73,COUNCODOS
Change in Inventory,7.21,9.25,4.86,-15.43,-8.31,-4.1,2.86,1.2,2.91,2.49,COUNCODOS
Power and Fuel,0.12,0.19,0.21,0.23,0.21,0.21,0.2,0.11,,,COUNCODOS
Other Mfr. Exp,0.08,0.48,0.51,0.68,0.6,0.6,0.56,0.36,0.23,0.37,COUNCODOS
Employee Cost,2.15,3.56,3.5,3.26,3.2,2.76,3.08,2.83,2.6,3.26,COUNCODOS
Selling and admin,1.47,1.9,1.98,2.45,2.49,2.4,2.55,2.15,4.73,2.41,COUNCODOS
Other Expenses,0.01,0.03,0.04,0.06,0.04,0.02,0.16,0.13,0.05,0.03,COUNCODOS
Other Income,0.07,0.11,0.06,-0.1,0.31,,,0.07,0.12,0.16,COUNCODOS
Depreciation,0.11,0.16,0.21,0.29,0.27,0.28,0.29,0.32,0.36,0.34,COUNCODOS
Interest,0.04,0.08,0.12,0.26,0.13,0.14,0.27,0.43,0.58,0.32,COUNCODOS
Profit before tax,1.07,0.68,0.81,0.76,1.18,0.99,0.88,0.75,0.84,0.63,COUNCODOS
Tax,0.34,-0.13,0.26,-0.91,0.42,0.34,0.21,0.23,0.23,0.16,COUNCODOS
Net profit,0.72,0.82,0.55,1.67,0.76,0.64,0.66,0.52,0.62,0.47,COUNCODOS
