Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Cash from Operating Activity,36.94,66.22,42.22,75.33,46.87,80.11,55.59,-0.37,50.94,96.71,KKCL
Cash from Investing Activity,-13.68,-78.67,-37.37,-24.31,9.86,-9.32,-14.04,2.78,45.92,76.29,KKCL
Cash from Financing Activity,-25.83,-28.24,-31.39,-42.15,-78.84,-27.37,-45.57,-10.75,-70.36,-85.21,KKCL
Net Cash Flow,-2.57,-40.69,-26.54,8.86,-22.11,43.41,-4.02,-8.34,26.5,87.79,KKCL
