Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,39.56,39.56,44.3,44.3,41.66,41.06,40.65,43.33,87.12,87.12,AARTIIND
Reserves,473.09,632.35,734.4,863.54,1052.03,1269.03,1474.52,2517.08,2814.7,3324.62,AARTIIND
Borrowings,624.59,845.82,1037.42,1201.1,1275.38,1545.31,2046.53,2365.71,2072.65,2837.66,AARTIIND
Other Liabilities,431.12,555.15,748.74,709.95,467.29,485.49,619.8,701.75,1114.75,1264.33,AARTIIND
Total,1568.36,2072.88,2564.86,2818.89,2836.36,3340.89,4181.5,5627.87,6089.22,7513.73,AARTIIND
Net Block,433.24,664.23,793.29,936.09,1169.7,1566.57,1844.28,1979.47,2301.63,3510.77,AARTIIND
Capital Work in Progress,54.42,62.01,112.61,187.95,306.76,266.79,431.18,794.57,1417.65,1297.91,AARTIIND
Investments,21.07,18.6,32.25,63.24,55.99,61.7,55.9,33.36,37.16,36.26,AARTIIND
Other Assets,1059.63,1328.04,1626.71,1631.61,1303.91,1445.83,1850.14,2820.47,2332.78,2668.79,AARTIIND
Total,1568.36,2072.88,2564.86,2818.89,2836.36,3340.89,4181.5,5627.87,6089.22,7513.73,AARTIIND
Receivables,406.95,428.65,465.77,466.82,522.81,547.37,703.23,806.05,782.47,819.08,AARTIIND
Inventory,325.85,462.12,603.33,543.87,474.24,546.59,686.75,700.91,781.48,901.46,AARTIIND
Cash & Bank,8.81,9.71,12.35,26.33,24.16,21.64,23.93,797.08,233.37,405.99,AARTIIND
No. of Equity Shares,79120073.0,79120073.0,88591687.0,88591687.0,83320383.0,82120383.0,81300000.0,86668647.0,174234474.0,174234474.0,AARTIIND
New Bonus Shares,,,,,,,,,,,AARTIIND
Face value,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,AARTIIND
