Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,1349.19,1310.41,1215.65,1310.48,1402.61,1263.09,1313.98,1390.31,1384.41,1297.13,SCHNEIDER
Raw Material Cost,945.66,907.39,906.42,963.42,1022.48,873.8,984.0,965.25,945.16,912.53,SCHNEIDER
Change in Inventory,-8.49,9.25,33.64,-12.09,14.48,-2.22,47.65,-35.8,-37.88,16.25,SCHNEIDER
Power and Fuel,6.68,7.09,6.71,6.75,7.58,8.12,7.73,7.97,6.87,6.49,SCHNEIDER
Other Mfr. Exp,18.34,20.86,20.33,20.18,17.87,16.96,22.83,13.92,16.69,14.46,SCHNEIDER
Employee Cost,122.46,148.32,143.51,151.98,168.43,172.9,184.84,199.99,209.77,185.09,SCHNEIDER
Selling and admin,89.24,110.48,92.1,117.02,101.73,97.71,99.51,98.69,106.1,97.81,SCHNEIDER
Other Expenses,63.98,90.92,164.14,62.36,57.36,217.08,81.72,38.34,35.01,33.24,SCHNEIDER
Other Income,4.31,-4.89,7.73,69.57,8.75,19.23,24.75,15.45,13.4,5.51,SCHNEIDER
Depreciation,21.5,25.95,22.71,24.86,25.78,27.4,26.88,25.79,21.83,22.09,SCHNEIDER
Interest,15.85,31.83,26.03,38.5,42.8,42.04,43.55,44.38,48.08,48.2,SCHNEIDER
Profit before tax,61.3,-28.07,-124.93,-17.11,-18.19,-175.91,-64.68,-24.37,-29.58,-1.02,SCHNEIDER
Tax,21.53,0.4,,11.42,,,,,,,SCHNEIDER
Net profit,39.77,-28.46,-124.93,-28.54,-18.2,-175.91,-64.67,-24.37,-29.58,-1.01,SCHNEIDER
