Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,10.26,10.26,10.26,10.26,10.26,10.26,10.26,10.26,10.26,10.26,JINDALPHOT
Reserves,238.9,242.2,243.2,176.54,174.97,174.93,3.97,18.24,12.86,13.64,JINDALPHOT
Borrowings,59.61,82.4,44.81,7.27,21.64,,,,,,JINDALPHOT
Other Liabilities,57.52,57.43,137.23,70.41,70.48,85.98,86.02,72.03,74.38,80.47,JINDALPHOT
Total,366.29,392.29,435.5,264.48,277.35,271.17,100.25,100.53,97.5,104.37,JINDALPHOT
Net Block,25.29,23.84,25.39,3.93,3.86,3.8,3.73,2.74,2.69,2.64,JINDALPHOT
Capital Work in Progress,0.01,0.01,0.02,,,,,,,,JINDALPHOT
Investments,208.21,228.19,263.01,255.9,216.61,209.87,38.94,40.44,37.16,42.53,JINDALPHOT
Other Assets,132.78,140.25,147.08,4.65,56.88,57.5,57.58,57.35,57.65,59.2,JINDALPHOT
Total,366.29,392.29,435.5,264.48,277.35,271.17,100.25,100.53,97.5,104.37,JINDALPHOT
Receivables,9.67,8.05,12.67,,,,,,,,JINDALPHOT
Inventory,42.18,57.88,43.99,,,,,,,,JINDALPHOT
Cash & Bank,9.25,9.38,11.18,0.16,0.13,0.12,0.13,0.06,0.12,1.57,JINDALPHOT
No. of Equity Shares,10258326.0,10258326.0,10258326.0,10258326.0,10258326.0,10258326.0,10258326.0,10258326.0,10258326.0,10258326.0,JINDALPHOT
New Bonus Shares,,,,,,,,,,,JINDALPHOT
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,JINDALPHOT
