Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,2340.97,2604.05,3800.51,3707.62,4243.1,2056.62,3187.27,3148.88,1707.75,1811.31,DEEPAKFERT
Raw Material Cost,1547.18,1850.04,2751.87,2951.55,3476.82,1582.06,2839.77,2734.11,1360.74,1199.63,DEEPAKFERT
Change in Inventory,29.35,30.96,47.37,72.57,174.46,-42.7,73.66,-82.07,-37.37,21.36,DEEPAKFERT
Power and Fuel,30.24,25.86,25.36,23.93,35.46,11.33,19.25,5.79,8.86,19.08,DEEPAKFERT
Other Mfr. Exp,100.03,112.61,127.95,111.28,84.0,35.33,27.35,33.59,48.56,63.65,DEEPAKFERT
Employee Cost,139.43,145.12,163.5,142.79,169.9,59.56,65.0,60.92,68.84,89.02,DEEPAKFERT
Selling and admin,84.75,109.81,186.0,216.46,241.34,74.92,87.08,80.71,41.01,53.19,DEEPAKFERT
Other Expenses,80.49,71.66,86.25,35.72,48.0,22.64,35.67,35.63,30.63,21.24,DEEPAKFERT
Other Income,51.98,60.29,32.83,37.18,52.3,14.87,65.3,23.3,67.72,45.08,DEEPAKFERT
Depreciation,81.91,97.45,102.64,117.31,117.64,52.92,50.5,48.04,72.28,72.98,DEEPAKFERT
Interest,68.22,82.17,100.75,110.11,129.19,53.02,70.68,80.18,85.25,86.6,DEEPAKFERT
Profit before tax,290.05,200.58,336.39,108.22,167.51,137.01,130.93,11.14,21.93,272.36,DEEPAKFERT
Tax,77.08,53.67,92.5,29.87,47.68,46.71,18.04,3.22,-8.78,63.37,DEEPAKFERT
Net profit,212.97,146.91,243.88,78.35,119.83,90.3,112.89,7.92,30.71,208.99,DEEPAKFERT
