Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-06-30 00:00:00,2015-06-30 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,139.81,94.52,86.57,90.49,57.27,78.01,41.68,41.18,40.74,62.26,LYKALABS
Raw Material Cost,94.32,56.78,50.11,51.37,32.54,38.1,19.82,21.64,21.3,21.48,LYKALABS
Change in Inventory,1.72,0.11,-3.68,0.56,-1.68,1.79,-1.71,-0.6,0.28,-2.04,LYKALABS
Power and Fuel,2.4,1.91,3.07,1.99,1.32,1.84,1.8,2.22,2.52,2.91,LYKALABS
Other Mfr. Exp,3.5,1.52,1.82,1.39,0.8,1.2,1.06,1.05,1.4,2.27,LYKALABS
Employee Cost,17.71,11.74,13.99,9.64,6.58,10.15,11.04,10.11,11.8,13.09,LYKALABS
Selling and admin,9.89,6.95,8.76,4.88,4.1,2.97,3.41,4.01,5.34,5.57,LYKALABS
Other Expenses,5.46,3.17,6.98,3.45,2.32,3.78,3.36,0.53,1.87,0.48,LYKALABS
Other Income,14.05,3.98,23.97,5.22,10.97,-0.25,3.37,2.05,-25.16,0.78,LYKALABS
Depreciation,5.46,3.3,5.43,3.83,2.64,5.53,6.31,4.44,7.77,8.05,LYKALABS
Interest,22.56,16.04,23.97,18.35,11.44,16.54,7.76,5.73,19.01,25.55,LYKALABS
Profit before tax,-5.72,-2.8,-7.27,1.37,4.82,-0.56,-11.22,-7.1,-55.15,-18.4,LYKALABS
Tax,,,,,,-0.37,-0.38,-8.83,0.24,-3.94,LYKALABS
Net profit,-5.71,-2.8,-7.27,1.37,4.82,-0.19,-10.84,1.73,-55.39,-14.46,LYKALABS
