Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,10.15,10.15,10.15,10.15,10.15,10.75,11.24,11.56,14.6,13.6,TANLA
Reserves,616.42,614.65,604.99,615.05,617.58,625.64,652.72,681.86,648.17,652.87,TANLA
Borrowings,,,0.19,0.42,,,,59.88,,,TANLA
Other Liabilities,18.46,23.95,9.35,45.11,63.41,135.8,240.97,299.17,224.51,326.65,TANLA
Total,645.03,648.75,624.68,670.73,691.14,772.19,904.93,1052.47,887.28,993.12,TANLA
Net Block,53.8,45.62,34.79,30.85,25.05,448.67,424.61,337.48,32.43,31.41,TANLA
Capital Work in Progress,17.24,17.89,5.53,,,19.77,,5.76,,,TANLA
Investments,465.88,502.41,480.13,531.38,536.99,52.74,53.85,129.61,289.85,329.46,TANLA
Other Assets,108.11,82.83,104.23,108.5,129.1,251.01,426.47,579.62,565.0,632.25,TANLA
Total,645.03,648.75,624.68,670.73,691.14,772.19,904.93,1052.47,887.28,993.12,TANLA
Receivables,46.93,40.9,41.49,61.87,65.45,94.79,173.23,236.29,247.85,200.72,TANLA
Inventory,,,,,,,,,,,TANLA
Cash & Bank,41.45,18.47,17.9,24.97,44.07,119.87,136.02,135.2,119.03,240.4,TANLA
No. of Equity Shares,101479593.0,101479593.0,101479593.0,101479593.0,101479593.0,107485785.0,112421952.0,115626827.0,145971699.0,136036450.0,TANLA
New Bonus Shares,,,,,,,,,,,TANLA
Face value,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,TANLA
