Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,7.85,7.85,7.85,15.7,15.7,15.7,15.7,31.39,31.39,31.39,LGBBROSLTD
Reserves,222.74,249.57,292.89,335.25,381.37,480.98,542.56,604.37,649.11,837.6,LGBBROSLTD
Borrowings,136.82,148.35,123.12,145.64,147.72,105.8,90.12,200.41,118.39,70.53,LGBBROSLTD
Other Liabilities,179.22,176.55,208.5,238.75,240.81,261.64,295.66,306.55,263.84,365.89,LGBBROSLTD
Total,546.63,582.32,632.36,735.34,785.6,864.12,944.04,1142.72,1062.73,1305.41,LGBBROSLTD
Net Block,190.81,203.04,221.05,273.64,329.75,357.94,368.71,477.04,529.93,502.79,LGBBROSLTD
Capital Work in Progress,3.28,3.49,9.04,30.58,7.16,3.21,26.43,36.06,7.6,4.18,LGBBROSLTD
Investments,16.51,34.46,35.66,36.91,38.64,78.97,67.36,65.65,46.17,95.51,LGBBROSLTD
Other Assets,336.03,341.33,366.61,394.21,410.05,424.0,481.54,563.97,479.03,702.93,LGBBROSLTD
Total,546.63,582.32,632.36,735.34,785.6,864.12,944.04,1142.72,1062.73,1305.41,LGBBROSLTD
Receivables,104.98,110.11,125.11,125.04,138.17,155.33,180.44,207.22,158.33,229.17,LGBBROSLTD
Inventory,191.33,183.37,194.56,216.48,213.4,218.04,241.28,289.55,269.13,288.27,LGBBROSLTD
Cash & Bank,5.22,5.83,5.14,5.77,6.37,13.85,8.58,9.23,3.98,144.31,LGBBROSLTD
No. of Equity Shares,7848104.0,7848104.0,7848104.0,15696208.0,15696208.0,15696208.0,15696208.0,31392400.0,31392400.0,31392400.0,LGBBROSLTD
New Bonus Shares,,,,,,,,15696208.0,15696208.0,,LGBBROSLTD
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,LGBBROSLTD
